,name,place_id,business_status,location,raiting,price_level,total_reviews,direction
17,El Rinconcito del Espino,ChIJW-TUp4-YpBIRLlEDpClK2tI,OPERATIONAL,"{'lat': 41.373898, 'lng': 2.1333505}",4.3,1.0,245,"Carrer de Sant Medir, 15, Barcelona"
18,LUTE Bar & Bowls,ChIJcXKDBo-YpBIRNixngpG6nCU,OPERATIONAL,"{'lat': 41.3742688, 'lng': 2.1331938}",4.7,1.0,964,"Carrer de Sant Medir, 9, Barcelona"
19,El Rocoto,ChIJVVVVFYSYpBIR8o2QPs34Ruk,OPERATIONAL,"{'lat': 41.3739965, 'lng': 2.136459}",4.3,2.0,1869,"Carrer d'Olzinelles, 13, Barcelona"
20,Can Violí,ChIJo8yDqYWYpBIRGWHUmKKVtgQ,OPERATIONAL,"{'lat': 41.3740053, 'lng': 2.1373358}",4.1,2.0,1654,"Pl. d'Ibèria, 2, Barcelona"
21,Bergantí,ChIJRwCl546YpBIR4vzzAKH9qLQ,OPERATIONAL,"{'lat': 41.3751421, 'lng': 2.1322596}",4.1,1.0,148,"Riera d'Escuder, 25, Barcelona"
22,Cafeteria Restaurant Chusa,ChIJoZOZ24-YpBIRDG0Mv7ohC-A,OPERATIONAL,"{'lat': 41.3719201, 'lng': 2.1336589}",4.6,,5,"Carrer de la Riera de Tena, 42, Barcelona"
23,Bar Granja Rocxi,ChIJ3bujEo-YpBIRnnf9XDaZs5k,OPERATIONAL,"{'lat': 41.3745171, 'lng': 2.1339795}",4.5,1.0,183,"C/ de Sant Jordi, 15, Barcelona"
24,El Cullerot de Sants,ChIJ7Qm8VZ6ZpBIRoG7puuQfZ_w,OPERATIONAL,"{'lat': 41.3704642, 'lng': 2.1375112}",4.7,,371,"Carrer d'Olzinelles, 114, Barcelona"
25,LAB Restaurant Barcelona - Laboratorio Gastronómico,ChIJC3Px8jOZpBIRelKessc6J7w,OPERATIONAL,"{'lat': 41.3732972, 'lng': 2.1372761}",4.5,,512,"C/ de Rossend Arús, 12, bajos 2, Barcelona"
26,Pizzeria Trattoria La Briciola,ChIJ2988C4WYpBIRTcpCg6Eqgk0,OPERATIONAL,"{'lat': 41.3737633, 'lng': 2.1365134}",4.4,2.0,2731,"Carrer d'Olzinelles, 19, Barcelona"
27,Can Santi,ChIJdZNfDY-YpBIRJPNiF-Q3QaE,OPERATIONAL,"{'lat': 41.3745833, 'lng': 2.1339175}",4.3,,21,"C/ de Sant Jordi, 15, Barcelona"
28,Korean Street Food,ChIJP9BKJOKZpBIRK9tTnUj73Tg,OPERATIONAL,"{'lat': 41.3734087, 'lng': 2.1364087}",4.7,1.0,233,"Carrer d'Olzinelles, 20, Barcelona"
29,Restaurante Pho,ChIJOYEGPa-ZpBIR3-Mhl60wVgA,OPERATIONAL,"{'lat': 41.3753525, 'lng': 2.133363}",3.6,,107,"Carrer de Sants, 141, Barcelona"
30,BCN doner kebab y pizzeria,ChIJh5ljjGKZpBIR9QLC8v72KhU,OPERATIONAL,"{'lat': 41.3738864, 'lng': 2.1362313}",4.2,,101,"Carrer d'Olzinelles, n 16, Barcelona"
31,Restaurant Txalaparta,ChIJyxEAPI-YpBIRE9fZUF9sXJM,OPERATIONAL,"{'lat': 41.3755496, 'lng': 2.1336369}",4.0,2.0,1337,"Carrer de Sants, 146, 152, Barcelona"
32,TanNUR,ChIJKQezjIWYpBIRM__e2RuacFA,OPERATIONAL,"{'lat': 41.3751104, 'lng': 2.1354983}",3.6,,170,"C/ d'Antoni de Capmany, 84, Barcelona"
33,Bar Restaurante Yohemar,ChIJw9fB0-iZpBIRAeL_bgp6UqM,OPERATIONAL,"{'lat': 41.37434340000001, 'lng': 2.1354332}",5.0,,3,"C/ de Finlàndia, 18, Barcelona"
34,Restaurante Can Coca,ChIJUwcqio-YpBIRranOacUHR2o,OPERATIONAL,"{'lat': 41.3730529, 'lng': 2.135068}",4.6,1.0,244,"Carrer dels Jocs Florals, 78, Barcelona"
35,Bar Granja Rocxi,ChIJ3bujEo-YpBIRnnf9XDaZs5k,OPERATIONAL,"{'lat': 41.3745171, 'lng': 2.1339795}",4.5,1.0,183,"C/ de Sant Jordi, 15, Barcelona"
36,El Rinconcito del Espino,ChIJW-TUp4-YpBIRLlEDpClK2tI,OPERATIONAL,"{'lat': 41.373898, 'lng': 2.1333505}",4.3,1.0,245,"Carrer de Sant Medir, 15, Barcelona"
37,Arturo,ChIJ39UxdOIVYA0RUMyAsJv1aRA,OPERATIONAL,"{'lat': 41.3733251, 'lng': 2.1362723}",4.4,2.0,782,"Carrer de Sagunt, 104, Bajo, TDA 1, Barcelona"
38,LUTE Bar & Bowls,ChIJcXKDBo-YpBIRNixngpG6nCU,OPERATIONAL,"{'lat': 41.3742688, 'lng': 2.1331938}",4.7,1.0,964,"Carrer de Sant Medir, 9, Barcelona"
39,Can Santi,ChIJdZNfDY-YpBIRJPNiF-Q3QaE,OPERATIONAL,"{'lat': 41.3745833, 'lng': 2.1339175}",4.3,,21,"C/ de Sant Jordi, 15, Barcelona"
40,Bergantí,ChIJRwCl546YpBIR4vzzAKH9qLQ,OPERATIONAL,"{'lat': 41.3751421, 'lng': 2.1322596}",4.1,1.0,148,"Riera d'Escuder, 25, Barcelona"
41,El Rocoto,ChIJVVVVFYSYpBIR8o2QPs34Ruk,OPERATIONAL,"{'lat': 41.3739965, 'lng': 2.136459}",4.3,2.0,1869,"Carrer d'Olzinelles, 13, Barcelona"
42,CalaCa,ChIJLUwMQlKZpBIRt_Wni4I8pHU,OPERATIONAL,"{'lat': 41.3752166, 'lng': 2.1374079}",5.0,,2,"Carrer de Sants, 71, Barcelona"
43,Can Violí,ChIJo8yDqYWYpBIRGWHUmKKVtgQ,OPERATIONAL,"{'lat': 41.3740053, 'lng': 2.1373358}",4.1,2.0,1654,"Pl. d'Ibèria, 2, Barcelona"
44,Kebab Grill,ChIJ9wshC4aYpBIRzPMeUf4pdOk,OPERATIONAL,"{'lat': 41.3765977, 'lng': 2.1363607}",3.2,,25,"Pg. de Sant Antoni, 7, Barcelona"
45,Restaurante Pho,ChIJOYEGPa-ZpBIR3-Mhl60wVgA,OPERATIONAL,"{'lat': 41.3753525, 'lng': 2.133363}",3.6,,107,"Carrer de Sants, 141, Barcelona"
46,Bar - Restaurant Pereira,ChIJa-iH24WYpBIRjCe3ROk02oM,OPERATIONAL,"{'lat': 41.3758638, 'lng': 2.1367695}",3.8,1.0,52,"Carrer d'Alcolea, 19, Barcelona"
47,TanNUR,ChIJKQezjIWYpBIRM__e2RuacFA,OPERATIONAL,"{'lat': 41.3751104, 'lng': 2.1354983}",3.6,,170,"C/ d'Antoni de Capmany, 84, Barcelona"
48,El Pebrot i el Petit Cargol,ChIJRYv824WYpBIRmRNxIh_tQUA,OPERATIONAL,"{'lat': 41.3761105, 'lng': 2.1368246}",4.3,2.0,1320,"Carrer d'Alcolea, 18, Barcelona"
49,Restaurant Txalaparta,ChIJyxEAPI-YpBIRE9fZUF9sXJM,OPERATIONAL,"{'lat': 41.3755496, 'lng': 2.1336369}",4.0,2.0,1337,"Carrer de Sants, 146, 152, Barcelona"
50,LAB Restaurant Barcelona - Laboratorio Gastronómico,ChIJC3Px8jOZpBIRelKessc6J7w,OPERATIONAL,"{'lat': 41.3732972, 'lng': 2.1372761}",4.5,,512,"C/ de Rossend Arús, 12, bajos 2, Barcelona"
51,La Carota,ChIJG9_a0o6YpBIRy_dDpzZdVyI,OPERATIONAL,"{'lat': 41.3764549, 'lng': 2.132259}",4.6,1.0,546,"C. del Tenor Masini, 20, Barcelona"
52,Pizzeria Trattoria La Briciola,ChIJ2988C4WYpBIRTcpCg6Eqgk0,OPERATIONAL,"{'lat': 41.3737633, 'lng': 2.1365134}",4.4,2.0,2731,"Carrer d'Olzinelles, 19, Barcelona"
53,Bar Restaurante Yohemar,ChIJw9fB0-iZpBIRAeL_bgp6UqM,OPERATIONAL,"{'lat': 41.37434340000001, 'lng': 2.1354332}",5.0,,3,"C/ de Finlàndia, 18, Barcelona"
54,TanNUR,ChIJKQezjIWYpBIRM__e2RuacFA,OPERATIONAL,"{'lat': 41.3751104, 'lng': 2.1354983}",3.6,,170,"C/ d'Antoni de Capmany, 84, Barcelona"
55,Sant Bartomeu,ChIJZw1UW4-YpBIRT3ezih5vVOo,OPERATIONAL,"{'lat': 41.3755284, 'lng': 2.1346086}",3.7,1.0,1258,"Carrer de Sants, 124, Barcelona"
56,Sants Tandoori,ChIJf_F9JrSZpBIRPS7Vyu00Gbg,OPERATIONAL,"{'lat': 41.3753313, 'lng': 2.134927}",4.0,1.0,261,"Carrer de Sants, 109, Barcelona"
57,Bar Granja Rocxi,ChIJ3bujEo-YpBIRnnf9XDaZs5k,OPERATIONAL,"{'lat': 41.3745171, 'lng': 2.1339795}",4.5,1.0,183,"C/ de Sant Jordi, 15, Barcelona"
58,El Rinconcito del Espino,ChIJW-TUp4-YpBIRLlEDpClK2tI,OPERATIONAL,"{'lat': 41.373898, 'lng': 2.1333505}",4.3,1.0,245,"Carrer de Sant Medir, 15, Barcelona"
59,Kebab Grill,ChIJ9wshC4aYpBIRzPMeUf4pdOk,OPERATIONAL,"{'lat': 41.3765977, 'lng': 2.1363607}",3.2,,25,"Pg. de Sant Antoni, 7, Barcelona"
60,Can Santi,ChIJdZNfDY-YpBIRJPNiF-Q3QaE,OPERATIONAL,"{'lat': 41.3745833, 'lng': 2.1339175}",4.3,,21,"C/ de Sant Jordi, 15, Barcelona"
61,Hotdoks,ChIJM406Q4-YpBIR_S2PVVNH5Rc,OPERATIONAL,"{'lat': 41.3755314, 'lng': 2.134533}",4.1,1.0,453,"Carrer de Sants, 126, Barcelona"
62,LUTE Bar & Bowls,ChIJcXKDBo-YpBIRNixngpG6nCU,OPERATIONAL,"{'lat': 41.3742688, 'lng': 2.1331938}",4.7,1.0,964,"Carrer de Sant Medir, 9, Barcelona"
63,Restaurante Can Coca,ChIJUwcqio-YpBIRranOacUHR2o,OPERATIONAL,"{'lat': 41.3730529, 'lng': 2.135068}",4.6,1.0,244,"Carrer dels Jocs Florals, 78, Barcelona"
64,Bergantí,ChIJRwCl546YpBIR4vzzAKH9qLQ,OPERATIONAL,"{'lat': 41.3751421, 'lng': 2.1322596}",4.1,1.0,148,"Riera d'Escuder, 25, Barcelona"
65,Bar - Restaurant Pereira,ChIJa-iH24WYpBIRjCe3ROk02oM,OPERATIONAL,"{'lat': 41.3758638, 'lng': 2.1367695}",3.8,1.0,52,"Carrer d'Alcolea, 19, Barcelona"
66,Restaurante Pho,ChIJOYEGPa-ZpBIR3-Mhl60wVgA,OPERATIONAL,"{'lat': 41.3753525, 'lng': 2.133363}",3.6,,107,"Carrer de Sants, 141, Barcelona"
67,Arturo,ChIJ39UxdOIVYA0RUMyAsJv1aRA,OPERATIONAL,"{'lat': 41.3733251, 'lng': 2.1362723}",4.4,2.0,782,"Carrer de Sagunt, 104, Bajo, TDA 1, Barcelona"
68,El Pebrot i el Petit Cargol,ChIJRYv824WYpBIRmRNxIh_tQUA,OPERATIONAL,"{'lat': 41.3761105, 'lng': 2.1368246}",4.3,2.0,1320,"Carrer d'Alcolea, 18, Barcelona"
69,Cafè Bar Marengo,ChIJxTSBlIWYpBIRofG6B7j7WIo,OPERATIONAL,"{'lat': 41.375107, 'lng': 2.1360861}",3.2,2.0,55,"Carrer d'Olzinelles, 2, Barcelona"
70,Bar Galileo,ChIJ9yhL44WYpBIRgFuBVZokDIc,OPERATIONAL,"{'lat': 41.3761871, 'lng': 2.1357961}",4.0,,23,"C/ de Galileu, 1, Barcelona"
71,Restaurant Txalaparta,ChIJyxEAPI-YpBIRE9fZUF9sXJM,OPERATIONAL,"{'lat': 41.3755496, 'lng': 2.1336369}",4.0,2.0,1337,"Carrer de Sants, 146, 152, Barcelona"
72,El Rocoto,ChIJVVVVFYSYpBIR8o2QPs34Ruk,OPERATIONAL,"{'lat': 41.3739965, 'lng': 2.136459}",4.3,2.0,1869,"Carrer d'Olzinelles, 13, Barcelona"
73,Bar Galileo,ChIJ9yhL44WYpBIRgFuBVZokDIc,OPERATIONAL,"{'lat': 41.3761871, 'lng': 2.1357961}",4.0,,23,"C/ de Galileu, 1, Barcelona"
74,Sant Bartomeu,ChIJZw1UW4-YpBIRT3ezih5vVOo,OPERATIONAL,"{'lat': 41.3755284, 'lng': 2.1346086}",3.7,1.0,1258,"Carrer de Sants, 124, Barcelona"
75,Sants Tandoori,ChIJf_F9JrSZpBIRPS7Vyu00Gbg,OPERATIONAL,"{'lat': 41.3753313, 'lng': 2.134927}",4.0,1.0,261,"Carrer de Sants, 109, Barcelona"
76,Pizzeria Sants,ChIJXeCK9hWZpBIRHZwl68vap_Q,OPERATIONAL,"{'lat': 41.3761912, 'lng': 2.1358196}",4.1,2.0,896,"C/ de Galileu, 1, Barcelona"
77,Kebab Grill,ChIJ9wshC4aYpBIRzPMeUf4pdOk,OPERATIONAL,"{'lat': 41.3765977, 'lng': 2.1363607}",3.2,,25,"Pg. de Sant Antoni, 7, Barcelona"
78,Pan&Oli,ChIJs5G7CIaYpBIRJbKjJ-1uWYE,OPERATIONAL,"{'lat': 41.3766784, 'lng': 2.1357569}",4.5,2.0,564,"C/ de Galileu, 30, Barcelona"
79,Simbad Restaurante,ChIJgYy_cIaYpBIRbbWiVRRDEEI,OPERATIONAL,"{'lat': 41.3770482, 'lng': 2.1368782}",4.4,1.0,503,"Pg. de Sant Antoni, 15, Barcelona"
80,Bar Restaurante Yohemar,ChIJw9fB0-iZpBIRAeL_bgp6UqM,OPERATIONAL,"{'lat': 41.37434340000001, 'lng': 2.1354332}",5.0,,3,"C/ de Finlàndia, 18, Barcelona"
81,Hotdoks,ChIJM406Q4-YpBIR_S2PVVNH5Rc,OPERATIONAL,"{'lat': 41.3755314, 'lng': 2.134533}",4.1,1.0,453,"Carrer de Sants, 126, Barcelona"
82,Bergantí,ChIJRwCl546YpBIR4vzzAKH9qLQ,OPERATIONAL,"{'lat': 41.3751421, 'lng': 2.1322596}",4.1,1.0,148,"Riera d'Escuder, 25, Barcelona"
83,Bar - Restaurant Pereira,ChIJa-iH24WYpBIRjCe3ROk02oM,OPERATIONAL,"{'lat': 41.3758638, 'lng': 2.1367695}",3.8,1.0,52,"Carrer d'Alcolea, 19, Barcelona"
84,El Pebrot i el Petit Cargol,ChIJRYv824WYpBIRmRNxIh_tQUA,OPERATIONAL,"{'lat': 41.3761105, 'lng': 2.1368246}",4.3,2.0,1320,"Carrer d'Alcolea, 18, Barcelona"
85,La Carota,ChIJG9_a0o6YpBIRy_dDpzZdVyI,OPERATIONAL,"{'lat': 41.3764549, 'lng': 2.132259}",4.6,1.0,546,"C. del Tenor Masini, 20, Barcelona"
86,PORTI BAR,ChIJSYjlFYaYpBIR91DB6OdPZSQ,OPERATIONAL,"{'lat': 41.3776842, 'lng': 2.1359933}",4.5,1.0,108,"Carrer d'Alcolea, 75, Barcelona"
87,Restaurante Pho,ChIJOYEGPa-ZpBIR3-Mhl60wVgA,OPERATIONAL,"{'lat': 41.3753525, 'lng': 2.133363}",3.6,,107,"Carrer de Sants, 141, Barcelona"
88,Restaurant Txalaparta,ChIJyxEAPI-YpBIRE9fZUF9sXJM,OPERATIONAL,"{'lat': 41.3755496, 'lng': 2.1336369}",4.0,2.0,1337,"Carrer de Sants, 146, 152, Barcelona"
89,RESTAURANTE EL SAHARA,ChIJwc59_NyZpBIRoJL4klpmygU,OPERATIONAL,"{'lat': 41.3765977, 'lng': 2.1363607}",4.2,,129,"Pg. de Sant Antoni, 5, Barcelona"
90,LUTE Bar & Bowls,ChIJcXKDBo-YpBIRNixngpG6nCU,OPERATIONAL,"{'lat': 41.3742688, 'lng': 2.1331938}",4.7,1.0,964,"Carrer de Sant Medir, 9, Barcelona"
91,Restaurante Putxinel·lis,ChIJiYeq1YWYpBIR-c03Qcu7tic,OPERATIONAL,"{'lat': 41.3762507, 'lng': 2.1373575}",4.4,1.0,841,"C/ de Salou, 23, Barcelona"
92,Fonda Can Portell,ChIJPf1-eoaYpBIRL9G7K5lv8Wg,OPERATIONAL,"{'lat': 41.3771339, 'lng': 2.1368996}",4.4,2.0,1327,"Pg. de Sant Antoni, 17, Barcelona"
93,Pan&Oli,ChIJs5G7CIaYpBIRJbKjJ-1uWYE,OPERATIONAL,"{'lat': 41.3766784, 'lng': 2.1357569}",4.5,2.0,564,"C/ de Galileu, 30, Barcelona"
94,PORTI BAR,ChIJSYjlFYaYpBIR91DB6OdPZSQ,OPERATIONAL,"{'lat': 41.3776842, 'lng': 2.1359933}",4.5,1.0,108,"Carrer d'Alcolea, 75, Barcelona"
95,Kebab Grill,ChIJ9wshC4aYpBIRzPMeUf4pdOk,OPERATIONAL,"{'lat': 41.3765977, 'lng': 2.1363607}",3.2,,25,"Pg. de Sant Antoni, 7, Barcelona"
96,Masaniello Restaurante Pizzeria,ChIJsfs3COmZpBIRDRTKEcVN4Fw,OPERATIONAL,"{'lat': 41.37622710000001, 'lng': 2.1358145}",4.7,,253,"C/ de Galileu, 1, Barcelona"
97,Bodega La General,ChIJhfH1qYiYpBIREcmqiNZ5JgA,OPERATIONAL,"{'lat': 41.3768684, 'lng': 2.1352612}",4.5,1.0,383,"Passatge del Vapor Vell, 10, 12 bajos, Barcelona"
98,Simbad Restaurante,ChIJgYy_cIaYpBIRbbWiVRRDEEI,OPERATIONAL,"{'lat': 41.3770482, 'lng': 2.1368782}",4.4,1.0,503,"Pg. de Sant Antoni, 15, Barcelona"
99,ORIGEN Restaurante,ChIJocptdn6ZpBIRiGsUWrjyHjQ,OPERATIONAL,"{'lat': 41.3780247, 'lng': 2.1349688}",4.7,,15,"C/ de Galileu, 85, Barcelona"
100,Restaurant Cabañeros,ChIJoYkl-IaYpBIRjRVlUIlKHEs,OPERATIONAL,"{'lat': 41.37830870000001, 'lng': 2.137726}",4.1,1.0,1073,"Carrer del Vallespir, 17, Barcelona"
101,La Carota,ChIJG9_a0o6YpBIRy_dDpzZdVyI,OPERATIONAL,"{'lat': 41.3764549, 'lng': 2.132259}",4.6,1.0,546,"C. del Tenor Masini, 20, Barcelona"
102,El Pebrot i el Petit Cargol,ChIJRYv824WYpBIRmRNxIh_tQUA,OPERATIONAL,"{'lat': 41.3761105, 'lng': 2.1368246}",4.3,2.0,1320,"Carrer d'Alcolea, 18, Barcelona"
103,Restaurante Carmen,ChIJ7x47WoaYpBIR3TTQ_0d6U4w,OPERATIONAL,"{'lat': 41.378122, 'lng': 2.137285}",4.1,2.0,1024,"C/ de Valladolid, 44, Barcelona"
104,Restaurant Tapa Tape,ChIJhT843qCZpBIRoK_FijSPWlg,OPERATIONAL,"{'lat': 41.3775211, 'lng': 2.1374645}",4.0,,103,"Pg. de Sant Antoni, 39, Barcelona"
105,Bar - Restaurant Pereira,ChIJa-iH24WYpBIRjCe3ROk02oM,OPERATIONAL,"{'lat': 41.3758638, 'lng': 2.1367695}",3.8,1.0,52,"Carrer d'Alcolea, 19, Barcelona"
106,Fonda Can Portell,ChIJPf1-eoaYpBIRL9G7K5lv8Wg,OPERATIONAL,"{'lat': 41.3771339, 'lng': 2.1368996}",4.4,2.0,1327,"Pg. de Sant Antoni, 17, Barcelona"
107,La Tartana,ChIJAZxdtYiYpBIRmT6LCmIQLJE,OPERATIONAL,"{'lat': 41.3767521, 'lng': 2.1339326}",3.4,1.0,323,"C/ de Joan Güell, 23, Barcelona"
108,RESTAURANTE EL SAHARA,ChIJwc59_NyZpBIRoJL4klpmygU,OPERATIONAL,"{'lat': 41.3765977, 'lng': 2.1363607}",4.2,,129,"Pg. de Sant Antoni, 5, Barcelona"
109,Bergantí,ChIJRwCl546YpBIR4vzzAKH9qLQ,OPERATIONAL,"{'lat': 41.3751421, 'lng': 2.1322596}",4.1,1.0,148,"Riera d'Escuder, 25, Barcelona"
110,Restaurante Putxinel·lis,ChIJiYeq1YWYpBIR-c03Qcu7tic,OPERATIONAL,"{'lat': 41.3762507, 'lng': 2.1373575}",4.4,1.0,841,"C/ de Salou, 23, Barcelona"
111,La Villa Sants,ChIJu0Wr_IWYpBIROJGP4dNWyT4,OPERATIONAL,"{'lat': 41.3770187, 'lng': 2.1367878}",4.3,1.0,1259,"Pg. de Sant Antoni, 15, Barcelona"
112,L'Home dels Nassos,ChIJzf6lXYiYpBIRhuIKAGaGvcA,OPERATIONAL,"{'lat': 41.3794222, 'lng': 2.1338611}",4.9,,303,"Carrer de Melcior de Palau, 62, Barcelona"
113,ORIGEN Restaurante,ChIJocptdn6ZpBIRiGsUWrjyHjQ,OPERATIONAL,"{'lat': 41.3780247, 'lng': 2.1349688}",4.7,,15,"C/ de Galileu, 85, Barcelona"
114,PORTI BAR,ChIJSYjlFYaYpBIR91DB6OdPZSQ,OPERATIONAL,"{'lat': 41.3776842, 'lng': 2.1359933}",4.5,1.0,108,"Carrer d'Alcolea, 75, Barcelona"
115,INKA 3 Restaurante Peruano en Barcelona,ChIJyQfhYV2ZpBIR_L8bc1dM-sI,OPERATIONAL,"{'lat': 41.37798919999999, 'lng': 2.1348265}",4.6,,129,"C/ de Galileu, 85, Barcelona"
116,Kebab Grill,ChIJ9wshC4aYpBIRzPMeUf4pdOk,OPERATIONAL,"{'lat': 41.3765977, 'lng': 2.1363607}",3.2,,25,"Pg. de Sant Antoni, 7, Barcelona"
117,L'Home dels Nassos,ChIJzf6lXYiYpBIRhuIKAGaGvcA,OPERATIONAL,"{'lat': 41.3794222, 'lng': 2.1338611}",4.9,,303,"Carrer de Melcior de Palau, 62, Barcelona"
118,Simbad Restaurante,ChIJgYy_cIaYpBIRbbWiVRRDEEI,OPERATIONAL,"{'lat': 41.3770482, 'lng': 2.1368782}",4.4,1.0,503,"Pg. de Sant Antoni, 15, Barcelona"
119,Restaurant Cabañeros,ChIJoYkl-IaYpBIRjRVlUIlKHEs,OPERATIONAL,"{'lat': 41.37830870000001, 'lng': 2.137726}",4.1,1.0,1073,"Carrer del Vallespir, 17, Barcelona"
120,Restaurante Carmen,ChIJ7x47WoaYpBIR3TTQ_0d6U4w,OPERATIONAL,"{'lat': 41.378122, 'lng': 2.137285}",4.1,2.0,1024,"C/ de Valladolid, 44, Barcelona"
121,Restaurant Tapa Tape,ChIJhT843qCZpBIRoK_FijSPWlg,OPERATIONAL,"{'lat': 41.3775211, 'lng': 2.1374645}",4.0,,103,"Pg. de Sant Antoni, 39, Barcelona"
122,Fonda Can Portell,ChIJPf1-eoaYpBIRL9G7K5lv8Wg,OPERATIONAL,"{'lat': 41.3771339, 'lng': 2.1368996}",4.4,2.0,1327,"Pg. de Sant Antoni, 17, Barcelona"
123,La Carota,ChIJG9_a0o6YpBIRy_dDpzZdVyI,OPERATIONAL,"{'lat': 41.3764549, 'lng': 2.132259}",4.6,1.0,546,"C. del Tenor Masini, 20, Barcelona"
124,La Villa Sants,ChIJu0Wr_IWYpBIROJGP4dNWyT4,OPERATIONAL,"{'lat': 41.3770187, 'lng': 2.1367878}",4.3,1.0,1259,"Pg. de Sant Antoni, 15, Barcelona"
125,Restaurant Bodega de Tapas,ChIJjQSXZYaYpBIRqOV52Gz9wl4,OPERATIONAL,"{'lat': 41.3772436, 'lng': 2.1371217}",3.9,,409,"Pg. de Sant Antoni, 23, Barcelona"
126,El Pebrot i el Petit Cargol,ChIJRYv824WYpBIRmRNxIh_tQUA,OPERATIONAL,"{'lat': 41.3761105, 'lng': 2.1368246}",4.3,2.0,1320,"Carrer d'Alcolea, 18, Barcelona"
127,RESTAURANTE EL SAHARA,ChIJwc59_NyZpBIRoJL4klpmygU,OPERATIONAL,"{'lat': 41.3765977, 'lng': 2.1363607}",4.2,,129,"Pg. de Sant Antoni, 5, Barcelona"
128,Bar Galileo,ChIJ9yhL44WYpBIRgFuBVZokDIc,OPERATIONAL,"{'lat': 41.3761871, 'lng': 2.1357961}",4.0,,23,"C/ de Galileu, 1, Barcelona"
129,Restaurant Racó del Nord,ChIJy-ZcyYmYpBIREck48On3tiE,OPERATIONAL,"{'lat': 41.3805702, 'lng': 2.1323802}",4.2,2.0,917,"C/ de Joan Güell, 107, Barcelona"
130,Restaurante Putxinel·lis,ChIJiYeq1YWYpBIR-c03Qcu7tic,OPERATIONAL,"{'lat': 41.3762507, 'lng': 2.1373575}",4.4,1.0,841,"C/ de Salou, 23, Barcelona"
131,Bar - Restaurant Pereira,ChIJa-iH24WYpBIRjCe3ROk02oM,OPERATIONAL,"{'lat': 41.3758638, 'lng': 2.1367695}",3.8,1.0,52,"Carrer d'Alcolea, 19, Barcelona"
132,Masaniello Restaurante Pizzeria,ChIJsfs3COmZpBIRDRTKEcVN4Fw,OPERATIONAL,"{'lat': 41.37622710000001, 'lng': 2.1358145}",4.7,,253,"C/ de Galileu, 1, Barcelona"
133,L'Home dels Nassos,ChIJzf6lXYiYpBIRhuIKAGaGvcA,OPERATIONAL,"{'lat': 41.3794222, 'lng': 2.1338611}",4.9,,303,"Carrer de Melcior de Palau, 62, Barcelona"
134,ORIGEN Restaurante,ChIJocptdn6ZpBIRiGsUWrjyHjQ,OPERATIONAL,"{'lat': 41.3780247, 'lng': 2.1349688}",4.7,,15,"C/ de Galileu, 85, Barcelona"
135,Restaurante O'noso,ChIJw_FUO4iYpBIRu-SzuS1stj4,OPERATIONAL,"{'lat': 41.3808995, 'lng': 2.1336113}",4.3,1.0,63,"C/ de Galileu, 173, Barcelona"
136,PORTI BAR,ChIJSYjlFYaYpBIR91DB6OdPZSQ,OPERATIONAL,"{'lat': 41.3776842, 'lng': 2.1359933}",4.5,1.0,108,"Carrer d'Alcolea, 75, Barcelona"
137,Restaurant Cabañeros,ChIJoYkl-IaYpBIRjRVlUIlKHEs,OPERATIONAL,"{'lat': 41.37830870000001, 'lng': 2.137726}",4.1,1.0,1073,"Carrer del Vallespir, 17, Barcelona"
138,Sants Es Crema,ChIJ3S3aiYeYpBIRRrbmIGfVNmY,OPERATIONAL,"{'lat': 41.38143669999999, 'lng': 2.136813800000001}",4.2,3.0,799,"Carrer dels Comtes de Bell-Lloc, 118, Barcelona"
139,La Mundana,ChIJ-5mq8IeYpBIRKTqCUWV5BAg,OPERATIONAL,"{'lat': 41.3811259, 'lng': 2.1358199}",4.5,2.0,2057,"Carrer del Vallespir, 93, Barcelona"
140,Restaurante Carmen,ChIJ7x47WoaYpBIR3TTQ_0d6U4w,OPERATIONAL,"{'lat': 41.378122, 'lng': 2.137285}",4.1,2.0,1024,"C/ de Valladolid, 44, Barcelona"
141,Restaurant Racó del Nord,ChIJy-ZcyYmYpBIREck48On3tiE,OPERATIONAL,"{'lat': 41.3805702, 'lng': 2.1323802}",4.2,2.0,917,"C/ de Joan Güell, 107, Barcelona"
142,Kebab Grill,ChIJ9wshC4aYpBIRzPMeUf4pdOk,OPERATIONAL,"{'lat': 41.3765977, 'lng': 2.1363607}",3.2,,25,"Pg. de Sant Antoni, 7, Barcelona"
143,Olivos Comida y Vinos,ChIJdddVPoiYpBIRH-u56MmnugE,OPERATIONAL,"{'lat': 41.380405, 'lng': 2.1338305}",4.8,2.0,436,"C/ de Galileu, 159, Barcelona"
144,Mamma Lucia,ChIJM9eVPIiYpBIRUjU42p7nkjM,OPERATIONAL,"{'lat': 41.3807222, 'lng': 2.1336707}",4.4,1.0,658,"C/ de Galileu, 169, Barcelona"
145,Simbad Restaurante,ChIJgYy_cIaYpBIRbbWiVRRDEEI,OPERATIONAL,"{'lat': 41.3770482, 'lng': 2.1368782}",4.4,1.0,503,"Pg. de Sant Antoni, 15, Barcelona"
146,Restaurant Tapa Tape,ChIJhT843qCZpBIRoK_FijSPWlg,OPERATIONAL,"{'lat': 41.3775211, 'lng': 2.1374645}",4.0,,103,"Pg. de Sant Antoni, 39, Barcelona"
