,name,place_id,business_status,raiting,price_level,total_reviews,direction,latitud,longitud,neightbour
139,CREPNOVA FLEMING,ChIJuZnf2m-YpBIR6zncaluJlgs,OPERATIONAL,3.9,2.0,1434,"Carrer del Dr. Fleming, 15, Barcelona",41.3933132,2.1349797,les Tres Torres
140,Qq,ChIJGeUOt02ZpBIRO20g-LIX7PE,OPERATIONAL,4.6,2.0,16,"C. de Santa Fe de Nou Mèxic, 4, Barcelona",41.3936683,2.1359275,Sant Gervasi - Galvany
141,Frankfurts de Cine,ChIJscI0tHGYpBIR33pZ-395x0E,OPERATIONAL,3.3,1.0,236,"C. de Santa Fe de Nou Mèxic, s/n, Barcelona",41.3936314,2.1358509,Sant Gervasi - Galvany
142,La Burguesa Garden,ChIJc5WJMG6YpBIRQuh_4s3dwGU,OPERATIONAL,4.0,1.0,510,"Carrer del Dr. Fleming, 25, Local 5, Barcelona",41.3945723,2.1344283,les Tres Torres
143,A Vocados Fleming,ChIJtcPbZAeZpBIR9j5qGDSZTes,OPERATIONAL,4.2,,354,"Carrer del Dr. Fleming, 25, Barcelona",41.3945793,2.1344112,les Tres Torres
144,Soul Argento Sarrià,ChIJKbcr7SmZpBIRekz2xELs08M,OPERATIONAL,4.4,,23,"Carrer del Dr. Fleming, 23, Barcelona",41.3945693,2.1344234,les Tres Torres
145,Restaurant El Racó d'Eguilaz,ChIJMTYqA2-YpBIRbc9zIA2sY68,OPERATIONAL,3.4,2.0,8,"Ronda del General Mitre, 23, Barcelona",41.393975,2.1320109,les Tres Torres
146,ÁNDELE Santa Fe,ChIJ8dRB0nqYpBIRTnBNVYyYh_o,OPERATIONAL,4.1,2.0,4057,"C. de Santa Fe de Nou Mèxic, 6, Barcelona",41.3938386,2.1361458,Sant Gervasi - Galvany
147,Tafs Restaurants S A,ChIJMd3MAnGYpBIRVQIs0dQIFnA,OPERATIONAL,5.0,,1,"C/ de Ganduxer, 34, Barcelona",41.3941447,2.1382649,Sant Gervasi - Galvany
148,Keik Cafè Restaurant,ChIJ-dY8K26YpBIR058Nc-5uiHk,OPERATIONAL,4.2,2.0,737,"Carrer del Dr. Fleming, 21, Barcelona",41.39414300000001,2.1345976,les Tres Torres
149,Leblon restaurant,ChIJE85vRWKZpBIRNhlZVbgwIKo,OPERATIONAL,4.7,,83,"Carrer d'Angel Guimerà, 14, Barcelona",41.39609979999999,2.1329336,les Tres Torres
150,Isabella's Restaurant,ChIJrya5j3GYpBIRwr4kUM3PkQI,OPERATIONAL,4.3,3.0,1642,"C/ de Ganduxer, 50, Barcelona",41.3960258,2.1369592,Sant Gervasi - Galvany
151,Nubar Barcelona,ChIJJWY_JHCYpBIRIRKPz1kJ9EI,OPERATIONAL,3.9,3.0,2330,"Carrer del Dr. Fleming, 12 - 14, Barcelona",41.393653,2.1355485,Sant Gervasi - Galvany
152,Fishhh to go,ChIJGdKtn3GYpBIRyztXrmSkmRM,OPERATIONAL,4.6,,120,"Carrer de Modolell, 2, Barcelona",41.3953276,2.1375305,Sant Gervasi - Galvany
153,El chalito,ChIJ-5-zag-ZpBIRV3Fj64cfGUQ,OPERATIONAL,3.3,,7,"Via Augusta, Barcelona",41.3976437,2.1357302,Sant Gervasi - Galvany
154,Saibò Diagonal,ChIJ2Sou5XCYpBIRuixUBMNPGbE,OPERATIONAL,4.6,,8,"C/ de Ganduxer, 25, Barcelona",41.3934404,2.1383144,Sant Gervasi - Galvany
155,Restaurant Italià Massimo,ChIJz3sDWoWipBIRSZihRb8dMEU,OPERATIONAL,4.1,2.0,805,"Via Augusta, 217, Barcelona",41.39763019999999,2.1371743,Sant Gervasi - Galvany
156,Amalgamar,ChIJJ2B23sSZpBIRRI2miY71sK0,OPERATIONAL,0.0,,0,"C/ de Ganduxer, 39, Barcelona",41.3954362,2.1370288,Sant Gervasi - Galvany
157,.,ChIJcSdIiG2YpBIRbsUZzBVS-fc,OPERATIONAL,4.0,1.0,93,"C/ de Ganduxer, 72, Barcelona",41.3982397,2.1352114,Sant Gervasi - Galvany
158,.,ChIJcSdIiG2YpBIRbsUZzBVS-fc,OPERATIONAL,4.0,1.0,93,"C/ de Ganduxer, 72, Barcelona",41.3982396,2.1352193,Sant Gervasi - Galvany
159,Arcadio'S,ChIJwYe7pHKYpBIRBpkMm1DMYAA,OPERATIONAL,3.5,2.0,432,"Carrer de Ravella, 2, Barcelona",41.4005651,2.1358564,Sant Gervasi - Galvany
160,Panchito Vico,ChIJheF1lnKYpBIRttaRhRJwKus,OPERATIONAL,4.1,2.0,749,"Carrer de Vico, 28, Barcelona",41.4000701,2.1361325,Sant Gervasi - Galvany
161,SIETE Y PICO,ChIJETDM6TaZpBIRkmoj4Th44g0,OPERATIONAL,4.3,,197,"SIETE Y PICO, C/ de Muntaner, 479, Barcelona",41.4025085,2.138135,Sant Gervasi - Galvany
162,"amaica, casa de menjars",ChIJJQOO8myZpBIRaUYzG7uJT-k,OPERATIONAL,4.6,,224,"Carrer de Bertrand i Serra, 11, local 1, Barcelona",41.4022648,2.1328983,Sant Gervasi - la Bonanova
163,Gran Bar Etoile,ChIJuVeiyRKYpBIRXiuQ5nuLFmE,OPERATIONAL,4.2,2.0,751,"Carrer de Torras i Pujalt, 28, Barcelona",41.4019281,2.1339703,Sant Gervasi - la Bonanova
164,Restaurant Bene Assai,ChIJn_mKzGyYpBIRaa5a3Jeqm6c,OPERATIONAL,3.9,,386,"Carrer del Dr. Carulla, 61, Barcelona",41.40142040000001,2.131935,les Tres Torres
165,Gatto Rosa Restaurante Cafeteria,ChIJcUez3AyYpBIRscBBmz9PG-M,OPERATIONAL,3.3,,4,"C/ de Muntaner, 479, Barcelona",41.4024769,2.1380707,Sant Gervasi - Galvany
166,Jumilla,ChIJreNKmhKYpBIR5SFLogelUCY,OPERATIONAL,4.1,1.0,603,"Carrer d'Artesa de Segre, 6, Barcelona",41.4032046,2.1348052,Sant Gervasi - la Bonanova
167,Restaurant 50&5,ChIJ3_XYGg2YpBIRK3Pd4K1C-fs,OPERATIONAL,4.2,,36,"C/ de Muntaner, 505, Barcelona",41.4033169,2.1371544,Sant Gervasi - la Bonanova
168,Sanbermut,ChIJuf6GkhKYpBIRA_7Zr5SaCUU,OPERATIONAL,4.2,2.0,599,"Carrer de Mandri, 34, Barcelona",41.4033168,2.1339877,Sant Gervasi - la Bonanova
169,El quatre 2.2,ChIJ25-HlTSZpBIRxOlm2melCBI,OPERATIONAL,4.5,,25,"Carrer de Mandri, 22, Barcelona",41.4027313,2.134632,Sant Gervasi - la Bonanova
170,De Gustibus Italiae,ChIJh_mp4BKYpBIR4ERFDKJwRgc,OPERATIONAL,4.4,2.0,701,"Carrer de Ricardo Calvo, 13, Barcelona",41.4027619,2.1330525,Sant Gervasi - la Bonanova
171,Vermuteria La Raspa de Mandri,ChIJoUsoUdKZpBIR9bzPFSQPOOM,OPERATIONAL,4.4,,190,"Carrer de Mandri, 32, Barcelona",41.4031698,2.1341415,Sant Gervasi - la Bonanova
172,Sushi Samba Fusion,ChIJo-5RJiOZpBIRDxjxOOf0XqY,OPERATIONAL,4.8,,144,"Carrer de la Ciutat de Balaguer, 35, Barcelona",41.4035555,2.1350187,Sant Gervasi - la Bonanova
173,Restaurant La Freiduria de Pauli,ChIJyfbnihKYpBIRTfsgGDJ9Y1A,OPERATIONAL,4.5,2.0,417,"C/ del Bisbe Sivilla, 46, Barcelona",41.4039062,2.1340104,Sant Gervasi - la Bonanova
174,Kao Street,ChIJod_XDOqZpBIRgMXsq7MqzKQ,OPERATIONAL,4.0,,59,"C/ del Bisbe Sivilla, 50, Barcelona",41.4037241,2.1337195,Sant Gervasi - la Bonanova
175,BYKYNY Bcn,ChIJr_Ehy5eZpBIRAR8Kdcbodfw,OPERATIONAL,4.5,,169,"Carrer de Mandri, 24, Barcelona",41.4027898,2.1345681,Sant Gervasi - la Bonanova
176,La Taula Restaurant,ChIJ3dqyrA2YpBIRosB9uzUbAv8,OPERATIONAL,4.6,2.0,383,"C/ de Sant Màrius, 8, Barcelona",41.40447349999999,2.1380312,Sant Gervasi - la Bonanova
177,Catalonia Suite Restaurante Snack Bar,ChIJW6HdBA2YpBIRkhTpZBxY4Cg,OPERATIONAL,0.0,,0,"C/ de Muntaner, 505, Barcelona",41.403277,2.1371926,Sant Gervasi - la Bonanova
178,Restaurant genkisushi,ChIJqxqUdA2YpBIR8rSu-kRn9B0,OPERATIONAL,4.3,,216,"C/ d'Arimon, 40, Barcelona",41.4037202,2.1363335,Sant Gervasi - la Bonanova
179,Shanghai,ChIJk6SS9BKYpBIRLv7rOfAVJpA,OPERATIONAL,4.4,3.0,450,"C/ del Bisbe Sivilla, 48, Barcelona",41.4038336,2.1338945,Sant Gervasi - la Bonanova
180,El quatre barra de pintxos,ChIJAwEY5xKYpBIRIicBGuUNvro,OPERATIONAL,4.2,2.0,391,"Carrer de Ricardo Calvo, 4, Barcelona",41.4031568,2.1334363,Sant Gervasi - la Bonanova
181,BAO BAR,ChIJZU0obg2YpBIRQ3wLw4VJNUQ,OPERATIONAL,4.0,,227,"C/ d'Arimon, 48, Barcelona",41.4032839,2.1359468,Sant Gervasi - la Bonanova
182,Hamburgueseria La Royale Paco Perez,ChIJw6J9Cg2YpBIRgH_mHP9P98o,OPERATIONAL,4.2,3.0,1215,"Plaça del Camp, 5, Barcelona",41.40338999999999,2.1360419,Sant Gervasi - la Bonanova
183,Sant Gervasi,ChIJ1Qs5yg2YpBIRse0e_aDj6Hk,OPERATIONAL,4.5,1.0,111,"C/ de Sant Gervasi de Cassoles, 56, Barcelona",41.4053345,2.1375521,Sant Gervasi - la Bonanova
184,Café Doré,ChIJv2GZ7RKYpBIRq9ucEclaTik,OPERATIONAL,4.1,2.0,464,"Carrer de Mandri, 36, Barcelona",41.4034856,2.1338482,Sant Gervasi - la Bonanova
185,Bar Escocés,ChIJbcQmvhKYpBIRT5XQ5UYjkyw,OPERATIONAL,3.8,2.0,352,"Carrer de Mandri, 23, Barcelona",41.402752,2.1341848,Sant Gervasi - la Bonanova
186,Montesquiu,ChIJ1XwNrhOYpBIRgC-km8Bo2Xo,OPERATIONAL,4.1,2.0,1060,"Carrer de Mandri, 56, Barcelona",41.4046815,2.1325611,Sant Gervasi - la Bonanova
187,SINLA,ChIJ4Rj1ZBKYpBIRtWFNOl-hEak,OPERATIONAL,4.8,2.0,199,"Carrer de la Ciutat de Balaguer, 58, Barcelona",41.4043968,2.1344407,Sant Gervasi - la Bonanova
188,Can Punyetes,ChIJ-SB6hxKYpBIRCtfViqd677Q,OPERATIONAL,4.1,2.0,683,"Carrer de la Ciutat de Balaguer, 50, Barcelona",41.4040002,2.1347774,Sant Gervasi - la Bonanova
189,Restaurant Bonanova,ChIJTUoiARKYpBIR-QBI_eQe0zI,OPERATIONAL,4.4,3.0,455,"C/ de Sant Gervasi de Cassoles, 103, Barcelona",41.4061149,2.1349719,Sant Gervasi - la Bonanova
190,Show Plate & Tapa,ChIJXS2vbRKYpBIRyG2mrnfksQk,OPERATIONAL,4.6,2.0,187,"Carrer de Reus, 22, Barcelona",41.40507909999999,2.1344647,Sant Gervasi - la Bonanova
191,O'delis Restaurant,ChIJYRuE-w2YpBIROsKnKfECUQI,OPERATIONAL,4.4,2.0,312,"C/ de Sant Gervasi de Cassoles, 86, Barcelona",41.4061501,2.1356423,Sant Gervasi - la Bonanova
192,Kao Dim Sum,ChIJO7js9BKYpBIRgxt5DwWwoFQ,OPERATIONAL,4.2,3.0,556,"C/ del Bisbe Sivilla, 48, Barcelona",41.4038732,2.1339576,Sant Gervasi - la Bonanova
193,Casa Pepe,ChIJGdLl9BGYpBIR6drcNNrS77A,OPERATIONAL,4.1,3.0,486,"Pl. de la Bonanova, 4, Barcelona",41.4066615,2.1341372,Sant Gervasi - la Bonanova
194,Restaurant Xinès La Paz,ChIJvzf5jQ2YpBIRcJktHYX6Eu4,OPERATIONAL,3.8,1.0,535,"C/ de Muntaner, 532, Barcelona",41.4048791,2.1357677,Sant Gervasi - la Bonanova
195,La Pepa cafè,ChIJyfIzm8uZpBIRL6Heo7CvD64,OPERATIONAL,4.9,,18,"C/ de Muntaner, 560, Barcelona",41.4058184,2.1346094,Sant Gervasi - la Bonanova
196,Restaurant Petit Xerpi,ChIJ-xmU2hOYpBIRBieWJED2HEQ,OPERATIONAL,4.3,1.0,110,"Pg. de la Bonanova, 10, Barcelona",41.4061241,2.1320257,Sant Gervasi - la Bonanova
197,Restaurante Hermanos Peña,ChIJrb36dw6YpBIRJkJSy0XNR6k,OPERATIONAL,4.6,1.0,81,"C. de Teodora Lamadrid, 25, Barcelona",41.406501,2.1370393,Sant Gervasi - la Bonanova
198,Panino Silvestre,ChIJ3R9QixGYpBIRj3GZa98KcdM,OPERATIONAL,3.6,2.0,549,"Pl. de la Bonanova, 3, Barcelona",41.406786,2.1339405,Sant Gervasi - la Bonanova
199,Tast i Més,ChIJYW6nLBKYpBIRjStm1VdttZ4,OPERATIONAL,4.4,,98,"Pg. de la Bonanova, 5, Barcelona",41.4061684,2.1328467,Sant Gervasi - la Bonanova
200,Restaurante Bisibisau,ChIJvxJ9jxGYpBIRVeXuK1pq7oY,OPERATIONAL,4.4,1.0,224,"Carrer del Lluçanès, 2, Barcelona",41.4071125,2.1333892,Sant Gervasi - la Bonanova
201,PIZZEXS Pizza Expres,ChIJO3XzKxKYpBIRGMiQjLtT1gc,OPERATIONAL,4.3,1.0,196,"Pg. de la Bonanova, 1, BJ, Barcelona",41.4062768,2.1330262,Sant Gervasi - la Bonanova
202,Koryo,ChIJ7V3c9w2YpBIRpxEAs-5Y7DU,OPERATIONAL,4.4,2.0,402,"Carrer de Reus, 4, Barcelona",41.405784,2.1352125,Sant Gervasi - la Bonanova
203,El Racó d'Àngel,ChIJoy4w6kqZpBIRJf2gnMwS7_c,OPERATIONAL,4.6,2.0,307,"Carrer de Folgueroles, 24, Barcelona",41.4079085,2.1362711,Sant Gervasi - la Bonanova
204,Restaurant Balmes 413 Marisquería,ChIJyXRnjg6YpBIRW_2fwGgOmz8,OPERATIONAL,4.5,2.0,556,"C/ de Balmes, 413, Barcelona",41.4075,2.1380556,Sant Gervasi - la Bonanova
205,Claudia,ChIJkXONtBOYpBIR1JpFjQXsbWE,OPERATIONAL,4.2,1.0,313,"Carrer de Bigai, 3, Barcelona",41.4050346,2.1325942,Sant Gervasi - la Bonanova
206,Burrikos Balmes,ChIJ-9Qez-WZpBIR_c2pNQEIsd8,OPERATIONAL,4.2,,10,"C/ de Balmes, 440, Barcelona",41.4081186,2.1381179,el Putxet i el Farró
207,La Balanza,ChIJ8eL51BGYpBIRnT8cy4oRgJ0,OPERATIONAL,4.5,2.0,361,"Carrer de Folgueroles, 3, Barcelona",41.408824,2.135059,Sant Gervasi - la Bonanova
208,Vermuteria la Raspa,ChIJB-8OVw6YpBIR9gy79l_c1Hk,OPERATIONAL,4.2,,571,"C/ de Moragas, 21, Barcelona",41.4084602,2.1375768,Sant Gervasi - la Bonanova
209,La Tagliatella,ChIJDcIkmQ-YpBIRoLbpQjXxAiI,OPERATIONAL,4.0,2.0,2019,"Av. del Tibidabo, 2, Barcelona",41.4104062,2.137179300000001,Sant Gervasi - la Bonanova
210,Àbac,ChIJjZxWjQ-YpBIR_xbBOD9lZ1k,OPERATIONAL,4.4,1.0,2755,"Av. del Tibidabo, 1, Barcelona",41.4106347,2.1363587,Sant Gervasi - la Bonanova
211,SushiTake,ChIJqd0x_YqZpBIRNBn8XWmB8GU,OPERATIONAL,0.0,,0,"dentro de Caprabo, C/ de Moragas, 15, Barcelona",41.408114,2.1366498,Sant Gervasi - la Bonanova
212,THAI BISTRO 57,ChIJIfZcSEKZpBIR4wuwXtJWbVg,OPERATIONAL,4.3,2.0,1030,"Pg. de Sta. Gervasi, 57B, Barcelona",41.4111118,2.1380843,Sant Gervasi - la Bonanova
213,LUX&BURG,ChIJr7y8kA-YpBIR_anzOqUZiK0,OPERATIONAL,4.2,2.0,719,"Av. del Tibidabo, 2-4, Local 2, Barcelona",41.4105958,2.1370039,Sant Gervasi - la Bonanova
214,Charlie Restaurant Barcelona,ChIJJ00YMNSZpBIRb7XjnkHburk,OPERATIONAL,5.0,,9,"Pg. de Sta. Gervasi, 65, Barcelona",41.4116221,2.1379849,Sant Gervasi - la Bonanova
215,隱食 - Yinshi Restaurant Asiàtic,ChIJkS-sml2ZpBIRh2YGF7eXuaM,OPERATIONAL,4.8,,60,"Passatge de Forasté, 2, Barcelona",41.41011839999999,2.1378129,el Putxet i el Farró
216,Buenas Migas,ChIJNz5ioQ-YpBIRFNgyYBDcbqE,OPERATIONAL,4.2,1.0,912,"C/ de Balmes, 470, Barcelona",41.41011659999999,2.1373417,el Putxet i el Farró
217,Restaurant Verd i Verd,ChIJU_l3ogWYpBIRNGhVZHKLA0I,OPERATIONAL,4.5,1.0,190,"Pg. de Sta. Gervasi, 78, Barcelona",41.4126632,2.1381317,el Putxet i el Farró
218,UDON Tibidabo,ChIJ2wyj1TeZpBIRLZVlCvH4aA0,OPERATIONAL,4.0,2.0,289,"Pg. de Sta. Gervasi, 51, 53, Barcelona",41.4104004,2.1372594,Sant Gervasi - la Bonanova
219,Tacos Galos,ChIJud-v32aZpBIRXOsjAAiWBBQ,OPERATIONAL,4.1,,120,"C/ de Lleó XIII, 11, Barcelona",41.4113633,2.1374125,Sant Gervasi - la Bonanova
220,Restaurante SushiYa,ChIJ6zeVmgWYpBIRoF4lz_fT2e4,OPERATIONAL,4.1,1.0,111,"Pg. de Sta. Gervasi, 70, Barcelona",41.4121442,2.1382888,el Putxet i el Farró
221,San Gervasi,ChIJQTCYmAWYpBIR9nqVOYQSvLk,OPERATIONAL,4.5,,2,"Pg. de Sta. Gervasi, 78, Barcelona",41.4126584,2.1381343,el Putxet i el Farró
222,Aranda's Grill,ChIJEX8i0BqYpBIRUpgv70_z_yg,OPERATIONAL,4.4,2.0,4612,"Av. del Tibidabo, 31, Barcelona",41.4133174,2.1345102,Sant Gervasi - la Bonanova
223,Bar Restaurante cactus,ChIJg_r5N_SZpBIR89DAS5zLIwg,OPERATIONAL,4.2,,33,"Av. de la República Argentina, 271, Barcelona",41.4134155,2.1385292,el Putxet i el Farró
224,Bar Restaurant Palmera,ChIJqfY_TwSYpBIRZQGKvx1nPl8,OPERATIONAL,3.3,1.0,176,"Carrer de Gomis, Barcelona",41.41448210000001,2.1385244,Vallcarca i els Penitents
225,Taula De Canvi,ChIJMSDKVQSYpBIREm0Ol4OCuH4,OPERATIONAL,4.0,1.0,278,"Plaça d'Alfonso Comín, 1, Barcelona",41.4141783,2.1380599,Vallcarca i els Penitents
226,Restaurant Mirabé,ChIJ2yF9jhuYpBIRnbipQc4j7uY,OPERATIONAL,4.4,3.0,3006,"Carrer Manuel Arnús, 2, Barcelona",41.4161605,2.1321168,Sant Gervasi - la Bonanova
227,Mirablau,ChIJ2yF9jhuYpBIRQB-hVdeVaJA,OPERATIONAL,4.2,2.0,9157,"Plaça del Doctor Andreu, s/n, Barcelona",41.4160438,2.1318841,Sant Gervasi - la Bonanova
228,La Venta,ChIJcfns8xuYpBIRWFXDOwjlfWg,OPERATIONAL,4.4,3.0,1308,"Plaça del Doctor Andreu, s/n, Barcelona",41.4161574,2.1316782,Sant Gervasi - la Bonanova
229,La Nova Farga,ChIJOZ2164SYpBIRyYpJGLmc0zQ,OPERATIONAL,4.8,1.0,303,"C.d'Almeria, 31, Barcelona",41.3728023,2.1387138,Sants
230,Restaurant Nou Isidre,ChIJgT7kPpuYpBIRF191d_D5MA4,OPERATIONAL,4.0,1.0,106,"Carrer de Gavà, 85, Barcelona",41.370296,2.1387332,la Bordeta
231,Potro's Bar Restaurant,ChIJVUTI7jaZpBIRxPMjdXdzsy0,OPERATIONAL,4.8,,205,"Carrer de Viladecans, 5, Barcelona",41.369312,2.1392176,la Bordeta
232,Abarka Restaurant,ChIJ9zg6vwKZpBIRcIX3s9-yE6A,OPERATIONAL,4.8,,129,"Carrer del Guadiana, 28, Barcelona",41.3740755,2.1391645,Sants
233,Calamaria,ChIJ27gAa4SYpBIRGUQnjgz1L9A,OPERATIONAL,4.5,1.0,210,"Carrer del Guadiana, 8, Barcelona",41.3749393,2.1390339,Sants
234,Sakura Y,ChIJA93bn4WYpBIRCApR64XxCdM,OPERATIONAL,3.9,1.0,1296,"Carrer d'Olzinelles, 14, Barcelona",41.3739556,2.1361784,Sants
235,Restaurant Som.y,ChIJo66wI4SYpBIRR4jTv32RJEQ,OPERATIONAL,3.1,1.0,487,"Pl. d'Osca, nº5, Barcelona",41.3758779,2.1387538,Sants
236,Sants Beer,ChIJq12g64WYpBIRBA6Vr3_-sXc,OPERATIONAL,3.9,2.0,2646,"Carrer de Sants, 89, Barcelona",41.37528469999999,2.136241,Sants
237,Pans & Company,ChIJzar84YWYpBIRHX2c08kf__Q,OPERATIONAL,3.3,1.0,878,"Pg. de Sant Antoni, 1, Barcelona",41.37641259999999,2.1361573,Sants
238,"Fenicia, Restaurant Libanès",ChIJ056_c4aYpBIRTvkRoVAFPV0,OPERATIONAL,4.5,1.0,4194,"Pg. de Sant Antoni, 9, Barcelona",41.3767672,2.1364972,Sants
239,Ruixian Sushi,ChIJK3FH3oWYpBIRJhKyoWMxLRU,OPERATIONAL,4.2,2.0,63,"Pg. de Sant Antoni, 8, Barcelona",41.3760921,2.1366013,Sants
240,Restaurante Hoja Verde,ChIJP6SNeoaYpBIR-UCZEVqRmpE,OPERATIONAL,4.0,1.0,400,"Pg. de Sant Antoni, 19, Barcelona",41.3771987,2.136979,Sants
241,Ugarit Sants,ChIJy4jneoaYpBIRmTtsHZqre0k,OPERATIONAL,4.4,1.0,2524,"Pg. de Sant Antoni, 21, Barcelona",41.3772195,2.1370806,Sants
242,Addis Abeba,ChIJhb_Er4eYpBIRXyKxZK59EWQ,OPERATIONAL,4.6,1.0,3271,"Carrer del Vallespir, 44, Barcelona",41.3794621,2.1371692,Sants
243,Restaurante tallarines (好再來),ChIJ_x7Kv_eZpBIR-3_kK8xg7mI,OPERATIONAL,4.5,,129,"Carrer dels Comtes de Bell-Lloc, 51, Barcelona",41.3794955,2.1379252,Sants
244,Cafè & Tapes,ChIJYX-luaqZpBIRWBSKWC6pyv0,OPERATIONAL,3.8,1.0,168,"Pg. de Sant Antoni, 25, 27 Bajos, Barcelona",41.377438,2.137274,Sants
245,La Paradeta Sants,ChIJbx7LkjaZpBIRIm9BkPGBJco,OPERATIONAL,4.3,,1712,"C. de Riego, 27, Barcelona",41.3766215,2.1383123,Sants
246,La Tere Gastrobar,ChIJMwcenYaYpBIRwvv2qADwT0E,OPERATIONAL,4.5,2.0,1135,"C. de Riego, 25, Barcelona",41.3765472,2.1382406,Sants
247,La Europea,ChIJAQDTkoeYpBIRlzNe7ZkFna4,OPERATIONAL,4.4,1.0,677,"Carrer del Vallespir, 96, Barcelona",41.3806615,2.1363822,Sants
248,Prado Tropical,ChIJP6oMsJSZpBIRCR6R6pUkS7Q,OPERATIONAL,3.8,,78,"Carrer de Guitard, 31, Barcelona",41.3815726,2.1381316,Sants
249,Taverna de Sants,ChIJz_lWmoeYpBIRD7ziAhatjvk,OPERATIONAL,4.1,2.0,505,"Carrer dels Comtes de Bell-Lloc, 97, Barcelona",41.3806398,2.1371084,Sants
250,Café Roslin,ChIJ0fyEEH2YpBIR5GiI7eFBzfM,OPERATIONAL,4.1,1.0,222,"Carrer de Caballero, 67, Barcelona",41.3833333,2.1369307,les Corts
251,Bar Restaurante Casa Luis,ChIJ3VjbBH2YpBIRI-M1X-NtDGM,OPERATIONAL,3.5,1.0,35,"Carrer de Guitard, 66, Barcelona",41.3835933,2.136961,les Corts
252,Chut,ChIJP2BDH2OYpBIRhtSe-G7GXdg,OPERATIONAL,3.8,1.0,82,"Carrer del Vallespir, 190, Barcelona",41.3842283,2.1339569,les Corts
253,BARÇA - Bar_Cafe_Restaurant,ChIJ6a_OxH2YpBIR5-tTKHWux3Y,OPERATIONAL,4.7,1.0,298,"C/ de Numància, 44, Barcelona",41.383067,2.139587,Sants
254,Restaurant Gaviria,ChIJ4c0nkHuYpBIR_LlFgt94uJU,OPERATIONAL,3.6,,49,"Carrer del Montnegre, 15, 17, Barcelona",41.3871659,2.1382829,les Corts
255,Timesburg Les Corts,ChIJ9xNTZnuYpBIRrT0hMu9GIls,OPERATIONAL,4.2,2.0,1947,"C/ de Nicaragua, 137, Barcelona",41.3868484,2.1367174,les Corts
256,Bar Restaurante El Picoteo,ChIJ9xNTZnuYpBIRx9HaB63oFcU,OPERATIONAL,3.6,1.0,192,"C/ de Nicaragua, 139, Barcelona",41.3869847,2.1365373,les Corts
257,Maccheroni & Co.,ChIJpZijxYOZpBIRaw14jo9YeD8,OPERATIONAL,4.9,,105,"Carrer de l'Equador, 89, Barcelona",41.387741,2.1381145,les Corts
258,Cerveseria El Tap,ChIJl09oOXuYpBIRgVaQrslS8F4,OPERATIONAL,4.4,2.0,2202,"Carrer de Constança, 8, Barcelona",41.3880184,2.1361689,les Corts
259,Kurz&Gut L’Illa,ChIJkyD5mS6ZpBIRz8Yp1LRseTk,OPERATIONAL,3.9,2.0,189,"3-A PB, Barcelona",41.3890986,2.1363228,les Corts
260,Bovínum,ChIJ58zlynqYpBIRbTRsGbyw53o,OPERATIONAL,3.4,2.0,214,"Av. Diagonal, 557, Barcelona",41.3894473,2.1350969,les Corts
261,Restaurant El Parc,ChIJma2vQHqYpBIREKNMZ8q6ln0,OPERATIONAL,4.7,1.0,70,"Carrer del Taquígraf Garriga, 147, Barcelona",41.3898632,2.1389038,les Corts
262,Restaurant Baló,ChIJ8_mWiVGZpBIRxbRzIqdkDCI,OPERATIONAL,4.7,,173,"Carrer de Déu i Mata, 141, Barcelona",41.3904495,2.1391697,les Corts
263,TONI BIGOTI,ChIJy_cfR3qYpBIRsQ6TgXj-Adg,OPERATIONAL,4.0,2.0,622,"Carrer del Taquígraf Garriga, 143, Barcelona",41.3897531,2.1386802,les Corts
264,AKELARRE,ChIJgVaPD6aZpBIRJS4dRnwWdXc,OPERATIONAL,4.0,,198,"Carrer de Déu i Mata, 104, Barcelona",41.3893007,2.137414,les Corts
265,Bar Restaurant Neutral Ganduxer,ChIJ2TM85HCYpBIReih4erJyKu8,OPERATIONAL,4.1,1.0,243,"C/ de Ganduxer, 26, Barcelona",41.3935419,2.1385601,Sant Gervasi - Galvany
266,Burger King,ChIJAYLWLHCYpBIR5fMkmBZCvH8,OPERATIONAL,3.2,1.0,483,"Metro Doctor Fleming, C. de Santa Fe de Nou Mèxic, 8, Barcelona",41.3938678,2.1362447,Sant Gervasi - Galvany
267,Hansel,ChIJTVzNr3GYpBIRfFWlQCno47s,OPERATIONAL,4.1,2.0,209,"C. de Santa Fe de Nou Mèxic, 13, Barcelona",41.39440200000001,2.1370601,Sant Gervasi - Galvany
268,Wok,ChIJLZVLMnCYpBIRJVZfbGYbwH0,OPERATIONAL,3.1,,127,"C. de Santa Fe de Nou Mèxic, 4, Barcelona",41.3937248,2.1359777,Sant Gervasi - Galvany
269,Fishhh! Plaza,ChIJcQS-EEWZpBIRtUQ-_AbACLU,OPERATIONAL,4.5,,118,"Francesc Pérez Cabrero 6, local baixos 2 davant esglèsia rodona Sant Gregori Traumatutg, Barcelona",41.3946555,2.1385461,Sant Gervasi - Galvany
270,DOP Restaurante,ChIJoxFOk3OYpBIRzf3HPIpmOMI,OPERATIONAL,4.1,1.0,601,"Via Augusta, 201, Barcelona",41.3976027,2.1392963,Sant Gervasi - Galvany
271,CHESTER Restaurant,ChIJXft1g3OYpBIRkec77vZu0vI,OPERATIONAL,4.2,,189,"Carrer de Raset, 47, Barcelona",41.3986749,2.139163,Sant Gervasi - Galvany
