,name,place_id,business_status,location,raiting,price_level,total_reviews,direction
31,El Cullerot de Sants,ChIJ7Qm8VZ6ZpBIRoG7puuQfZ_w,OPERATIONAL,"{'lat': 41.3704642, 'lng': 2.1375112}",4.7,,371,"Carrer d'Olzinelles, 114, Barcelona"
32,CalaCa,ChIJLUwMQlKZpBIRt_Wni4I8pHU,OPERATIONAL,"{'lat': 41.3752166, 'lng': 2.1374079}",5.0,,2,"Carrer de Sants, 71, Barcelona"
33,Calamaria,ChIJ27gAa4SYpBIRGUQnjgz1L9A,OPERATIONAL,"{'lat': 41.3749393, 'lng': 2.1390339}",4.5,1.0,210,"Carrer del Guadiana, 8, Barcelona"
34,Bar Granja Rocxi,ChIJ3bujEo-YpBIRnnf9XDaZs5k,OPERATIONAL,"{'lat': 41.3745171, 'lng': 2.1339795}",4.5,1.0,183,"C/ de Sant Jordi, 15, Barcelona"
35,BCN doner kebab y pizzeria,ChIJh5ljjGKZpBIR9QLC8v72KhU,OPERATIONAL,"{'lat': 41.3738864, 'lng': 2.1362313}",4.2,,101,"Carrer d'Olzinelles, n 16, Barcelona"
36,Cafeteria Restaurant Chusa,ChIJoZOZ24-YpBIRDG0Mv7ohC-A,OPERATIONAL,"{'lat': 41.3719201, 'lng': 2.1336589}",4.6,,5,"Carrer de la Riera de Tena, 42, Barcelona"
37,Can Santi,ChIJdZNfDY-YpBIRJPNiF-Q3QaE,OPERATIONAL,"{'lat': 41.3745833, 'lng': 2.1339175}",4.3,,21,"C/ de Sant Jordi, 15, Barcelona"
38,Abarka Restaurant,ChIJ9zg6vwKZpBIRcIX3s9-yE6A,OPERATIONAL,"{'lat': 41.3740755, 'lng': 2.1391645}",4.8,,129,"Carrer del Guadiana, 28, Barcelona"
39,Happy Bar,ChIJmVVR3pqYpBIR3hWtgUt3-cI,OPERATIONAL,"{'lat': 41.3703039, 'lng': 2.1375809}",2.2,,5,"Carrer d'Olzinelles, 118, Barcelona"
40,Bar Restaurante Yohemar,ChIJw9fB0-iZpBIRAeL_bgp6UqM,OPERATIONAL,"{'lat': 41.37434340000001, 'lng': 2.1354332}",5.0,,3,"C/ de Finlàndia, 18, Barcelona"
41,El Rocoto,ChIJVVVVFYSYpBIR8o2QPs34Ruk,OPERATIONAL,"{'lat': 41.3739965, 'lng': 2.136459}",4.3,2.0,1869,"Carrer d'Olzinelles, 13, Barcelona"
42,Pizzeria Trattoria La Briciola,ChIJ2988C4WYpBIRTcpCg6Eqgk0,OPERATIONAL,"{'lat': 41.3737633, 'lng': 2.1365134}",4.4,2.0,2731,"Carrer d'Olzinelles, 19, Barcelona"
43,Korean Street Food,ChIJP9BKJOKZpBIRK9tTnUj73Tg,OPERATIONAL,"{'lat': 41.3734087, 'lng': 2.1364087}",4.7,1.0,233,"Carrer d'Olzinelles, 20, Barcelona"
44,BCN doner kebab y pizzeria,ChIJh5ljjGKZpBIR9QLC8v72KhU,OPERATIONAL,"{'lat': 41.3738864, 'lng': 2.1362313}",4.2,,101,"Carrer d'Olzinelles, n 16, Barcelona"
45,Restaurante Can Coca,ChIJUwcqio-YpBIRranOacUHR2o,OPERATIONAL,"{'lat': 41.3730529, 'lng': 2.135068}",4.6,1.0,244,"Carrer dels Jocs Florals, 78, Barcelona"
46,Can Violí,ChIJo8yDqYWYpBIRGWHUmKKVtgQ,OPERATIONAL,"{'lat': 41.3740053, 'lng': 2.1373358}",4.1,2.0,1654,"Pl. d'Ibèria, 2, Barcelona"
47,CalaCa,ChIJLUwMQlKZpBIRt_Wni4I8pHU,OPERATIONAL,"{'lat': 41.3752166, 'lng': 2.1374079}",5.0,,2,"Carrer de Sants, 71, Barcelona"
48,Sakura Y,ChIJA93bn4WYpBIRCApR64XxCdM,OPERATIONAL,"{'lat': 41.3739556, 'lng': 2.1361784}",3.9,1.0,1296,"Carrer d'Olzinelles, 14, Barcelona"
49,El Rinconcito del Espino,ChIJW-TUp4-YpBIRLlEDpClK2tI,OPERATIONAL,"{'lat': 41.373898, 'lng': 2.1333505}",4.3,1.0,245,"Carrer de Sant Medir, 15, Barcelona"
50,LAB Restaurant Barcelona - Laboratorio Gastronómico,ChIJC3Px8jOZpBIRelKessc6J7w,OPERATIONAL,"{'lat': 41.3732972, 'lng': 2.1372761}",4.5,,512,"C/ de Rossend Arús, 12, bajos 2, Barcelona"
51,La Nova Farga,ChIJOZ2164SYpBIRyYpJGLmc0zQ,OPERATIONAL,"{'lat': 41.3728023, 'lng': 2.1387138}",4.8,1.0,303,"C.d'Almeria, 31, Barcelona"
52,Kebab Grill,ChIJ9wshC4aYpBIRzPMeUf4pdOk,OPERATIONAL,"{'lat': 41.3765977, 'lng': 2.1363607}",3.2,,25,"Pg. de Sant Antoni, 7, Barcelona"
53,Calamaria,ChIJ27gAa4SYpBIRGUQnjgz1L9A,OPERATIONAL,"{'lat': 41.3749393, 'lng': 2.1390339}",4.5,1.0,210,"Carrer del Guadiana, 8, Barcelona"
54,LUTE Bar & Bowls,ChIJcXKDBo-YpBIRNixngpG6nCU,OPERATIONAL,"{'lat': 41.3742688, 'lng': 2.1331938}",4.7,1.0,964,"Carrer de Sant Medir, 9, Barcelona"
55,Bar - Restaurant Pereira,ChIJa-iH24WYpBIRjCe3ROk02oM,OPERATIONAL,"{'lat': 41.3758638, 'lng': 2.1367695}",3.8,1.0,52,"Carrer d'Alcolea, 19, Barcelona"
56,Bar Granja Rocxi,ChIJ3bujEo-YpBIRnnf9XDaZs5k,OPERATIONAL,"{'lat': 41.3745171, 'lng': 2.1339795}",4.5,1.0,183,"C/ de Sant Jordi, 15, Barcelona"
57,El Pebrot i el Petit Cargol,ChIJRYv824WYpBIRmRNxIh_tQUA,OPERATIONAL,"{'lat': 41.3761105, 'lng': 2.1368246}",4.3,2.0,1320,"Carrer d'Alcolea, 18, Barcelona"
58,Restaurant Som.y,ChIJo66wI4SYpBIRR4jTv32RJEQ,OPERATIONAL,"{'lat': 41.3758779, 'lng': 2.1387538}",3.1,1.0,487,"Pl. d'Osca, nº5, Barcelona"
59,TanNUR,ChIJKQezjIWYpBIRM__e2RuacFA,OPERATIONAL,"{'lat': 41.3751104, 'lng': 2.1354983}",3.6,,170,"C/ d'Antoni de Capmany, 84, Barcelona"
60,Bar Restaurante Yohemar,ChIJw9fB0-iZpBIRAeL_bgp6UqM,OPERATIONAL,"{'lat': 41.37434340000001, 'lng': 2.1354332}",5.0,,3,"C/ de Finlàndia, 18, Barcelona"
61,TanNUR,ChIJKQezjIWYpBIRM__e2RuacFA,OPERATIONAL,"{'lat': 41.3751104, 'lng': 2.1354983}",3.6,,170,"C/ d'Antoni de Capmany, 84, Barcelona"
62,Cafè Bar Marengo,ChIJxTSBlIWYpBIRofG6B7j7WIo,OPERATIONAL,"{'lat': 41.375107, 'lng': 2.1360861}",3.2,2.0,55,"Carrer d'Olzinelles, 2, Barcelona"
63,Kebab Grill,ChIJ9wshC4aYpBIRzPMeUf4pdOk,OPERATIONAL,"{'lat': 41.3765977, 'lng': 2.1363607}",3.2,,25,"Pg. de Sant Antoni, 7, Barcelona"
64,CalaCa,ChIJLUwMQlKZpBIRt_Wni4I8pHU,OPERATIONAL,"{'lat': 41.3752166, 'lng': 2.1374079}",5.0,,2,"Carrer de Sants, 71, Barcelona"
65,Bar - Restaurant Pereira,ChIJa-iH24WYpBIRjCe3ROk02oM,OPERATIONAL,"{'lat': 41.3758638, 'lng': 2.1367695}",3.8,1.0,52,"Carrer d'Alcolea, 19, Barcelona"
66,El Pebrot i el Petit Cargol,ChIJRYv824WYpBIRmRNxIh_tQUA,OPERATIONAL,"{'lat': 41.3761105, 'lng': 2.1368246}",4.3,2.0,1320,"Carrer d'Alcolea, 18, Barcelona"
67,Restaurante Can Coca,ChIJUwcqio-YpBIRranOacUHR2o,OPERATIONAL,"{'lat': 41.3730529, 'lng': 2.135068}",4.6,1.0,244,"Carrer dels Jocs Florals, 78, Barcelona"
68,Can Violí,ChIJo8yDqYWYpBIRGWHUmKKVtgQ,OPERATIONAL,"{'lat': 41.3740053, 'lng': 2.1373358}",4.1,2.0,1654,"Pl. d'Ibèria, 2, Barcelona"
69,Sants Tandoori,ChIJf_F9JrSZpBIRPS7Vyu00Gbg,OPERATIONAL,"{'lat': 41.3753313, 'lng': 2.134927}",4.0,1.0,261,"Carrer de Sants, 109, Barcelona"
70,El Rocoto,ChIJVVVVFYSYpBIR8o2QPs34Ruk,OPERATIONAL,"{'lat': 41.3739965, 'lng': 2.136459}",4.3,2.0,1869,"Carrer d'Olzinelles, 13, Barcelona"
71,Restaurante Putxinel·lis,ChIJiYeq1YWYpBIR-c03Qcu7tic,OPERATIONAL,"{'lat': 41.3762507, 'lng': 2.1373575}",4.4,1.0,841,"C/ de Salou, 23, Barcelona"
72,El Rinconcito del Espino,ChIJW-TUp4-YpBIRLlEDpClK2tI,OPERATIONAL,"{'lat': 41.373898, 'lng': 2.1333505}",4.3,1.0,245,"Carrer de Sant Medir, 15, Barcelona"
73,Sants Beer,ChIJq12g64WYpBIRBA6Vr3_-sXc,OPERATIONAL,"{'lat': 41.37528469999999, 'lng': 2.136241}",3.9,2.0,2646,"Carrer de Sants, 89, Barcelona"
74,Bar Galileo,ChIJ9yhL44WYpBIRgFuBVZokDIc,OPERATIONAL,"{'lat': 41.3761871, 'lng': 2.1357961}",4.0,,23,"C/ de Galileu, 1, Barcelona"
75,Simbad Restaurante,ChIJgYy_cIaYpBIRbbWiVRRDEEI,OPERATIONAL,"{'lat': 41.3770482, 'lng': 2.1368782}",4.4,1.0,503,"Pg. de Sant Antoni, 15, Barcelona"
76,Calamaria,ChIJ27gAa4SYpBIRGUQnjgz1L9A,OPERATIONAL,"{'lat': 41.3749393, 'lng': 2.1390339}",4.5,1.0,210,"Carrer del Guadiana, 8, Barcelona"
77,Restaurant Som.y,ChIJo66wI4SYpBIRR4jTv32RJEQ,OPERATIONAL,"{'lat': 41.3758779, 'lng': 2.1387538}",3.1,1.0,487,"Pl. d'Osca, nº5, Barcelona"
78,LUTE Bar & Bowls,ChIJcXKDBo-YpBIRNixngpG6nCU,OPERATIONAL,"{'lat': 41.3742688, 'lng': 2.1331938}",4.7,1.0,964,"Carrer de Sant Medir, 9, Barcelona"
79,Masaniello Restaurante Pizzeria,ChIJsfs3COmZpBIRDRTKEcVN4Fw,OPERATIONAL,"{'lat': 41.37622710000001, 'lng': 2.1358145}",4.7,,253,"C/ de Galileu, 1, Barcelona"
80,Kebab Grill,ChIJ9wshC4aYpBIRzPMeUf4pdOk,OPERATIONAL,"{'lat': 41.3765977, 'lng': 2.1363607}",3.2,,25,"Pg. de Sant Antoni, 7, Barcelona"
81,Bar - Restaurant Pereira,ChIJa-iH24WYpBIRjCe3ROk02oM,OPERATIONAL,"{'lat': 41.3758638, 'lng': 2.1367695}",3.8,1.0,52,"Carrer d'Alcolea, 19, Barcelona"
82,El Pebrot i el Petit Cargol,ChIJRYv824WYpBIRmRNxIh_tQUA,OPERATIONAL,"{'lat': 41.3761105, 'lng': 2.1368246}",4.3,2.0,1320,"Carrer d'Alcolea, 18, Barcelona"
83,Bar Galileo,ChIJ9yhL44WYpBIRgFuBVZokDIc,OPERATIONAL,"{'lat': 41.3761871, 'lng': 2.1357961}",4.0,,23,"C/ de Galileu, 1, Barcelona"
84,RESTAURANTE EL SAHARA,ChIJwc59_NyZpBIRoJL4klpmygU,OPERATIONAL,"{'lat': 41.3765977, 'lng': 2.1363607}",4.2,,129,"Pg. de Sant Antoni, 5, Barcelona"
85,Pizzeria Sants,ChIJXeCK9hWZpBIRHZwl68vap_Q,OPERATIONAL,"{'lat': 41.3761912, 'lng': 2.1358196}",4.1,2.0,896,"C/ de Galileu, 1, Barcelona"
86,Pan&Oli,ChIJs5G7CIaYpBIRJbKjJ-1uWYE,OPERATIONAL,"{'lat': 41.3766784, 'lng': 2.1357569}",4.5,2.0,564,"C/ de Galileu, 30, Barcelona"
87,Simbad Restaurante,ChIJgYy_cIaYpBIRbbWiVRRDEEI,OPERATIONAL,"{'lat': 41.3770482, 'lng': 2.1368782}",4.4,1.0,503,"Pg. de Sant Antoni, 15, Barcelona"
88,CalaCa,ChIJLUwMQlKZpBIRt_Wni4I8pHU,OPERATIONAL,"{'lat': 41.3752166, 'lng': 2.1374079}",5.0,,2,"Carrer de Sants, 71, Barcelona"
89,Pans & Company,ChIJzar84YWYpBIRHX2c08kf__Q,OPERATIONAL,"{'lat': 41.37641259999999, 'lng': 2.1361573}",3.3,1.0,878,"Pg. de Sant Antoni, 1, Barcelona"
90,"Fenicia, Restaurant Libanès",ChIJ056_c4aYpBIRTvkRoVAFPV0,OPERATIONAL,"{'lat': 41.3767672, 'lng': 2.1364972}",4.5,1.0,4194,"Pg. de Sant Antoni, 9, Barcelona"
91,Ruixian Sushi,ChIJK3FH3oWYpBIRJhKyoWMxLRU,OPERATIONAL,"{'lat': 41.3760921, 'lng': 2.1366013}",4.2,2.0,63,"Pg. de Sant Antoni, 8, Barcelona"
92,Restaurante Putxinel·lis,ChIJiYeq1YWYpBIR-c03Qcu7tic,OPERATIONAL,"{'lat': 41.3762507, 'lng': 2.1373575}",4.4,1.0,841,"C/ de Salou, 23, Barcelona"
93,Fonda Can Portell,ChIJPf1-eoaYpBIRL9G7K5lv8Wg,OPERATIONAL,"{'lat': 41.3771339, 'lng': 2.1368996}",4.4,2.0,1327,"Pg. de Sant Antoni, 17, Barcelona"
94,Bar Restaurante Yohemar,ChIJw9fB0-iZpBIRAeL_bgp6UqM,OPERATIONAL,"{'lat': 41.37434340000001, 'lng': 2.1354332}",5.0,,3,"C/ de Finlàndia, 18, Barcelona"
95,Restaurant Tapa Tape,ChIJhT843qCZpBIRoK_FijSPWlg,OPERATIONAL,"{'lat': 41.3775211, 'lng': 2.1374645}",4.0,,103,"Pg. de Sant Antoni, 39, Barcelona"
96,PORTI BAR,ChIJSYjlFYaYpBIR91DB6OdPZSQ,OPERATIONAL,"{'lat': 41.3776842, 'lng': 2.1359933}",4.5,1.0,108,"Carrer d'Alcolea, 75, Barcelona"
97,La Villa Sants,ChIJu0Wr_IWYpBIROJGP4dNWyT4,OPERATIONAL,"{'lat': 41.3770187, 'lng': 2.1367878}",4.3,1.0,1259,"Pg. de Sant Antoni, 15, Barcelona"
98,Restaurant Cabañeros,ChIJoYkl-IaYpBIRjRVlUIlKHEs,OPERATIONAL,"{'lat': 41.37830870000001, 'lng': 2.137726}",4.1,1.0,1073,"Carrer del Vallespir, 17, Barcelona"
99,Restaurant Som.y,ChIJo66wI4SYpBIRR4jTv32RJEQ,OPERATIONAL,"{'lat': 41.3758779, 'lng': 2.1387538}",3.1,1.0,487,"Pl. d'Osca, nº5, Barcelona"
100,Kebab Grill,ChIJ9wshC4aYpBIRzPMeUf4pdOk,OPERATIONAL,"{'lat': 41.3765977, 'lng': 2.1363607}",3.2,,25,"Pg. de Sant Antoni, 7, Barcelona"
101,Simbad Restaurante,ChIJgYy_cIaYpBIRbbWiVRRDEEI,OPERATIONAL,"{'lat': 41.3770482, 'lng': 2.1368782}",4.4,1.0,503,"Pg. de Sant Antoni, 15, Barcelona"
102,PORTI BAR,ChIJSYjlFYaYpBIR91DB6OdPZSQ,OPERATIONAL,"{'lat': 41.3776842, 'lng': 2.1359933}",4.5,1.0,108,"Carrer d'Alcolea, 75, Barcelona"
103,RESTAURANTE EL SAHARA,ChIJwc59_NyZpBIRoJL4klpmygU,OPERATIONAL,"{'lat': 41.3765977, 'lng': 2.1363607}",4.2,,129,"Pg. de Sant Antoni, 5, Barcelona"
104,Fonda Can Portell,ChIJPf1-eoaYpBIRL9G7K5lv8Wg,OPERATIONAL,"{'lat': 41.3771339, 'lng': 2.1368996}",4.4,2.0,1327,"Pg. de Sant Antoni, 17, Barcelona"
105,Pan&Oli,ChIJs5G7CIaYpBIRJbKjJ-1uWYE,OPERATIONAL,"{'lat': 41.3766784, 'lng': 2.1357569}",4.5,2.0,564,"C/ de Galileu, 30, Barcelona"
106,"Fenicia, Restaurant Libanès",ChIJ056_c4aYpBIRTvkRoVAFPV0,OPERATIONAL,"{'lat': 41.3767672, 'lng': 2.1364972}",4.5,1.0,4194,"Pg. de Sant Antoni, 9, Barcelona"
107,Masaniello Restaurante Pizzeria,ChIJsfs3COmZpBIRDRTKEcVN4Fw,OPERATIONAL,"{'lat': 41.37622710000001, 'lng': 2.1358145}",4.7,,253,"C/ de Galileu, 1, Barcelona"
108,Restaurante Hoja Verde,ChIJP6SNeoaYpBIR-UCZEVqRmpE,OPERATIONAL,"{'lat': 41.3771987, 'lng': 2.136979}",4.0,1.0,400,"Pg. de Sant Antoni, 19, Barcelona"
109,Restaurant Bodega de Tapas,ChIJjQSXZYaYpBIRqOV52Gz9wl4,OPERATIONAL,"{'lat': 41.3772436, 'lng': 2.1371217}",3.9,,409,"Pg. de Sant Antoni, 23, Barcelona"
110,Restaurant Cabañeros,ChIJoYkl-IaYpBIRjRVlUIlKHEs,OPERATIONAL,"{'lat': 41.37830870000001, 'lng': 2.137726}",4.1,1.0,1073,"Carrer del Vallespir, 17, Barcelona"
111,Pans & Company,ChIJzar84YWYpBIRHX2c08kf__Q,OPERATIONAL,"{'lat': 41.37641259999999, 'lng': 2.1361573}",3.3,1.0,878,"Pg. de Sant Antoni, 1, Barcelona"
112,Restaurant Tapa Tape,ChIJhT843qCZpBIRoK_FijSPWlg,OPERATIONAL,"{'lat': 41.3775211, 'lng': 2.1374645}",4.0,,103,"Pg. de Sant Antoni, 39, Barcelona"
113,Bodega La General,ChIJhfH1qYiYpBIREcmqiNZ5JgA,OPERATIONAL,"{'lat': 41.3768684, 'lng': 2.1352612}",4.5,1.0,383,"Passatge del Vapor Vell, 10, 12 bajos, Barcelona"
114,El Pebrot i el Petit Cargol,ChIJRYv824WYpBIRmRNxIh_tQUA,OPERATIONAL,"{'lat': 41.3761105, 'lng': 2.1368246}",4.3,2.0,1320,"Carrer d'Alcolea, 18, Barcelona"
115,Restaurante Carmen,ChIJ7x47WoaYpBIR3TTQ_0d6U4w,OPERATIONAL,"{'lat': 41.378122, 'lng': 2.137285}",4.1,2.0,1024,"C/ de Valladolid, 44, Barcelona"
116,Restaurante Putxinel·lis,ChIJiYeq1YWYpBIR-c03Qcu7tic,OPERATIONAL,"{'lat': 41.3762507, 'lng': 2.1373575}",4.4,1.0,841,"C/ de Salou, 23, Barcelona"
117,ORIGEN Restaurante,ChIJocptdn6ZpBIRiGsUWrjyHjQ,OPERATIONAL,"{'lat': 41.3780247, 'lng': 2.1349688}",4.7,,15,"C/ de Galileu, 85, Barcelona"
118,Bar - Restaurant Pereira,ChIJa-iH24WYpBIRjCe3ROk02oM,OPERATIONAL,"{'lat': 41.3758638, 'lng': 2.1367695}",3.8,1.0,52,"Carrer d'Alcolea, 19, Barcelona"
119,Ugarit Sants,ChIJy4jneoaYpBIRmTtsHZqre0k,OPERATIONAL,"{'lat': 41.3772195, 'lng': 2.1370806}",4.4,1.0,2524,"Pg. de Sant Antoni, 21, Barcelona"
120,Fonda Can Portell,ChIJPf1-eoaYpBIRL9G7K5lv8Wg,OPERATIONAL,"{'lat': 41.3771339, 'lng': 2.1368996}",4.4,2.0,1327,"Pg. de Sant Antoni, 17, Barcelona"
121,PORTI BAR,ChIJSYjlFYaYpBIR91DB6OdPZSQ,OPERATIONAL,"{'lat': 41.3776842, 'lng': 2.1359933}",4.5,1.0,108,"Carrer d'Alcolea, 75, Barcelona"
122,Ugarit Sants,ChIJy4jneoaYpBIRmTtsHZqre0k,OPERATIONAL,"{'lat': 41.3772195, 'lng': 2.1370806}",4.4,1.0,2524,"Pg. de Sant Antoni, 21, Barcelona"
123,Restaurant Cabañeros,ChIJoYkl-IaYpBIRjRVlUIlKHEs,OPERATIONAL,"{'lat': 41.37830870000001, 'lng': 2.137726}",4.1,1.0,1073,"Carrer del Vallespir, 17, Barcelona"
124,Restaurante Carmen,ChIJ7x47WoaYpBIR3TTQ_0d6U4w,OPERATIONAL,"{'lat': 41.378122, 'lng': 2.137285}",4.1,2.0,1024,"C/ de Valladolid, 44, Barcelona"
125,"Fenicia, Restaurant Libanès",ChIJ056_c4aYpBIRTvkRoVAFPV0,OPERATIONAL,"{'lat': 41.3767672, 'lng': 2.1364972}",4.5,1.0,4194,"Pg. de Sant Antoni, 9, Barcelona"
126,Restaurant Bodega de Tapas,ChIJjQSXZYaYpBIRqOV52Gz9wl4,OPERATIONAL,"{'lat': 41.3772436, 'lng': 2.1371217}",3.9,,409,"Pg. de Sant Antoni, 23, Barcelona"
127,Addis Abeba,ChIJhb_Er4eYpBIRXyKxZK59EWQ,OPERATIONAL,"{'lat': 41.3794621, 'lng': 2.1371692}",4.6,1.0,3271,"Carrer del Vallespir, 44, Barcelona"
128,Restaurant Tapa Tape,ChIJhT843qCZpBIRoK_FijSPWlg,OPERATIONAL,"{'lat': 41.3775211, 'lng': 2.1374645}",4.0,,103,"Pg. de Sant Antoni, 39, Barcelona"
