,name,place_id,business_status,location,raiting,price_level,total_reviews,direction
59,Suarna Restaurant,ChIJ558FkXuipBIRonWkb0iXnjc,OPERATIONAL,"{'lat': 41.3753924, 'lng': 2.1515468}",3.8,2.0,1927,"C/ de Llança, 1, Barcelona"
60,El Mesonet,ChIJlV3rfnuipBIR6tvx1mJy7J8,OPERATIONAL,"{'lat': 41.3759522, 'lng': 2.1525699}",4.4,1.0,518,"C/ de Sepúlveda, 11, Barcelona"
61,Spice Bcn Parallel,ChIJN-0eiHyjpBIROefYVqM8Tso,OPERATIONAL,"{'lat': 41.3752526, 'lng': 2.1534956}",4.4,1.0,579,"Av. del Paral·lel, 184, Barcelona"
62,El Camarote de Tomás,ChIJr958N3uipBIRfOyHKVeRgh8,OPERATIONAL,"{'lat': 41.3744965, 'lng': 2.1544333}",4.6,3.0,199,"C/ de Lleida, 3, Barcelona"
63,Casa de Tapas Cañota,ChIJs_gaLnuipBIR34lYW40U6mg,OPERATIONAL,"{'lat': 41.3741389, 'lng': 2.1546833}",4.2,2.0,2772,"C/ de Lleida, 7, Barcelona"
64,Ruar Street Food,ChIJWX82axGjpBIRxmEiZVj4LIs,OPERATIONAL,"{'lat': 41.375271, 'lng': 2.1556387}",4.3,,860,"Av. del Paral·lel, 172 bis, Barcelona"
65,Cal Toni,ChIJaV8NrHyipBIRgQoqtgT4e9Q,OPERATIONAL,"{'lat': 41.3764589, 'lng': 2.1546302}",4.7,,174,"C/ d'Entença, 23, Barcelona"
66,Rías de Galicia,ChIJeQu9LXuipBIRWL2eYjhP-k8,OPERATIONAL,"{'lat': 41.3742649, 'lng': 2.1545717}",4.4,3.0,979,"C/ de Lleida, 7, Barcelona"
67,Wild Beef,ChIJrZZKKPujpBIR7Bc6jzFc5Bk,OPERATIONAL,"{'lat': 41.3752943, 'lng': 2.1531718}",4.6,,80,"Av. del Paral·lel, 188, Barcelona"
68,Restaurant Pizzeria Alson,ChIJpaWQrwejpBIRG1na_mqJFs8,OPERATIONAL,"{'lat': 41.3744013, 'lng': 2.1555114}",4.6,1.0,225,"Carrer de Tamarit, 82, Barcelona"
69,El Manjar de las Brasas,ChIJ6WkfLGWipBIRDSM_etYJEdQ,OPERATIONAL,"{'lat': 41.3732105, 'lng': 2.1551653}",3.6,1.0,408,"C/ de Lleida, 19, Barcelona"
70,El Changarrito,ChIJSWHQQGWipBIRY1dsnTzy2nI,OPERATIONAL,"{'lat': 41.3721823, 'lng': 2.1558028}",4.4,1.0,729,"Carrer de la França Xica, 52, Barcelona"
71,Ana Restaurant,ChIJ81E2lWSipBIR8s4D01Cu01E,OPERATIONAL,"{'lat': 41.3748207, 'lng': 2.1562422}",3.8,,17,"Av. del Paral·lel, 169, Barcelona"
72,"Bar/Restaurante, Felicia",ChIJ0-Vdf7iipBIR8GtRj5yfB18,OPERATIONAL,"{'lat': 41.3726553, 'lng': 2.1554354}",4.1,1.0,47,"C/ de Lleida, 29, Barcelona"
73,El Racó de Montjuïc,ChIJO9n8P2WipBIRNcWmR-l297w,OPERATIONAL,"{'lat': 41.3723382, 'lng': 2.1560433}",4.1,,137,"Carrer de la Font Honrada, 49, Barcelona"
74,IAKNI,ChIJ_w0UQ3uipBIRtP5_zrxdjVs,OPERATIONAL,"{'lat': 41.375391, 'lng': 2.15381}",4.6,1.0,757,"C. de Vilamarí, 3, Barcelona"
75,L'Àmfora,ChIJv9B4anuipBIRi9luY42bFI4,OPERATIONAL,"{'lat': 41.3752989, 'lng': 2.1535659}",3.9,2.0,2186,"Av. del Paral·lel, 184, Barcelona"
76,La Gastronomica (Burgers&Beers),ChIJe6bSXXuipBIRTYExNDcTevg,OPERATIONAL,"{'lat': 41.3755833, 'lng': 2.15353}",4.7,2.0,1268,"C. de Vilamarí, 9, Barcelona"
77,Font Bar-Restaurant & Pizzeria,ChIJGTX7cXuipBIRD7O8szLDVO4,OPERATIONAL,"{'lat': 41.3752401, 'lng': 2.1529908}",4.0,,104,"Av. del Paral·lel, 190, Barcelona"
78,El Mesonet,ChIJlV3rfnuipBIR6tvx1mJy7J8,OPERATIONAL,"{'lat': 41.3759522, 'lng': 2.1525699}",4.4,1.0,518,"C/ de Sepúlveda, 11, Barcelona"
79,Spice Bcn Parallel,ChIJN-0eiHyjpBIROefYVqM8Tso,OPERATIONAL,"{'lat': 41.3752526, 'lng': 2.1534956}",4.4,1.0,579,"Av. del Paral·lel, 184, Barcelona"
80,Wild Beef,ChIJrZZKKPujpBIR7Bc6jzFc5Bk,OPERATIONAL,"{'lat': 41.3752943, 'lng': 2.1531718}",4.6,,80,"Av. del Paral·lel, 188, Barcelona"
81,L'Àmfora,ChIJv9B4anuipBIRi9luY42bFI4,OPERATIONAL,"{'lat': 41.3752989, 'lng': 2.1535659}",3.9,2.0,2186,"Av. del Paral·lel, 184, Barcelona"
82,Cafè Il·lusió,ChIJjUdEj2ujpBIRGGoVtELFkYs,OPERATIONAL,"{'lat': 41.3754624, 'lng': 2.1520047}",4.6,,20,"C/ de Sepúlveda, 1, Barcelona"
83,IAKNI,ChIJ_w0UQ3uipBIRtP5_zrxdjVs,OPERATIONAL,"{'lat': 41.375391, 'lng': 2.15381}",4.6,1.0,757,"C. de Vilamarí, 3, Barcelona"
84,Suarna Restaurant,ChIJ558FkXuipBIRonWkb0iXnjc,OPERATIONAL,"{'lat': 41.3753924, 'lng': 2.1515468}",3.8,2.0,1927,"C/ de Llança, 1, Barcelona"
85,Mesón Mistral,ChIJu-SqWHuipBIRYKvCD2-3XVQ,OPERATIONAL,"{'lat': 41.3760497, 'lng': 2.1539624}",3.6,1.0,176,"Av. de Mistral, 58, Barcelona"
86,Restaurante Ferial,ChIJ2daX1WSipBIR2bq5dlpGVMA,OPERATIONAL,"{'lat': 41.37365519999999, 'lng': 2.1550569}",4.3,1.0,149,"Carrer de l'Olivera, 78, Barcelona"
87,Cal Toni,ChIJaV8NrHyipBIRgQoqtgT4e9Q,OPERATIONAL,"{'lat': 41.3764589, 'lng': 2.1546302}",4.7,,174,"C/ d'Entença, 23, Barcelona"
88,El Camarote de Tomás,ChIJr958N3uipBIRfOyHKVeRgh8,OPERATIONAL,"{'lat': 41.3744965, 'lng': 2.1544333}",4.6,3.0,199,"C/ de Lleida, 3, Barcelona"
89,Casa de Tapas Cañota,ChIJs_gaLnuipBIR34lYW40U6mg,OPERATIONAL,"{'lat': 41.3741389, 'lng': 2.1546833}",4.2,2.0,2772,"C/ de Lleida, 7, Barcelona"
90,Ruar Street Food,ChIJWX82axGjpBIRxmEiZVj4LIs,OPERATIONAL,"{'lat': 41.375271, 'lng': 2.1556387}",4.3,,860,"Av. del Paral·lel, 172 bis, Barcelona"
91,Restaurant Pizzeria Alson,ChIJpaWQrwejpBIRG1na_mqJFs8,OPERATIONAL,"{'lat': 41.3744013, 'lng': 2.1555114}",4.6,1.0,225,"Carrer de Tamarit, 82, Barcelona"
92,Rías de Galicia,ChIJeQu9LXuipBIRWL2eYjhP-k8,OPERATIONAL,"{'lat': 41.3742649, 'lng': 2.1545717}",4.4,3.0,979,"C/ de Lleida, 7, Barcelona"
93,Ana Restaurant,ChIJ81E2lWSipBIR8s4D01Cu01E,OPERATIONAL,"{'lat': 41.3748207, 'lng': 2.1562422}",3.8,,17,"Av. del Paral·lel, 169, Barcelona"
94,PURA BRASA Arenas,ChIJYdiUA3yipBIR_AfP9qEHnLw,OPERATIONAL,"{'lat': 41.3762796, 'lng': 2.1501198}",4.1,2.0,2722,"Gran Via de les Corts Catalanes, 373, Barcelona"
95,Bar Restaurant Xopet,ChIJJfKkCnyipBIR2inGRVyc8IA,OPERATIONAL,"{'lat': 41.3763104, 'lng': 2.1512644}",4.1,,9,"Gran Via de les Corts Catalanes, 394, Barcelona"
96,La Gastronomica (Burgers&Beers),ChIJe6bSXXuipBIRTYExNDcTevg,OPERATIONAL,"{'lat': 41.3755833, 'lng': 2.15353}",4.7,2.0,1268,"C. de Vilamarí, 9, Barcelona"
97,El Mesonet,ChIJlV3rfnuipBIR6tvx1mJy7J8,OPERATIONAL,"{'lat': 41.3759522, 'lng': 2.1525699}",4.4,1.0,518,"C/ de Sepúlveda, 11, Barcelona"
98,Mesón Mistral,ChIJu-SqWHuipBIRYKvCD2-3XVQ,OPERATIONAL,"{'lat': 41.3760497, 'lng': 2.1539624}",3.6,1.0,176,"Av. de Mistral, 58, Barcelona"
99,Font Bar-Restaurant & Pizzeria,ChIJGTX7cXuipBIRD7O8szLDVO4,OPERATIONAL,"{'lat': 41.3752401, 'lng': 2.1529908}",4.0,,104,"Av. del Paral·lel, 190, Barcelona"
100,Cafè Il·lusió,ChIJjUdEj2ujpBIRGGoVtELFkYs,OPERATIONAL,"{'lat': 41.3754624, 'lng': 2.1520047}",4.6,,20,"C/ de Sepúlveda, 1, Barcelona"
101,Sushi,ChIJHaDXZrmjpBIRC4XATEvTzjE,OPERATIONAL,"{'lat': 41.3763642, 'lng': 2.1532276}",4.9,1.0,159,"C/ de Sepúlveda, 17, Barcelona"
102,Spice Bcn Parallel,ChIJN-0eiHyjpBIROefYVqM8Tso,OPERATIONAL,"{'lat': 41.3752526, 'lng': 2.1534956}",4.4,1.0,579,"Av. del Paral·lel, 184, Barcelona"
103,IAKNI,ChIJ_w0UQ3uipBIRtP5_zrxdjVs,OPERATIONAL,"{'lat': 41.375391, 'lng': 2.15381}",4.6,1.0,757,"C. de Vilamarí, 3, Barcelona"
104,Wild Beef,ChIJrZZKKPujpBIR7Bc6jzFc5Bk,OPERATIONAL,"{'lat': 41.3752943, 'lng': 2.1531718}",4.6,,80,"Av. del Paral·lel, 188, Barcelona"
105,L'Àmfora,ChIJv9B4anuipBIRi9luY42bFI4,OPERATIONAL,"{'lat': 41.3752989, 'lng': 2.1535659}",3.9,2.0,2186,"Av. del Paral·lel, 184, Barcelona"
106,Suarna Restaurant,ChIJ558FkXuipBIRonWkb0iXnjc,OPERATIONAL,"{'lat': 41.3753924, 'lng': 2.1515468}",3.8,2.0,1927,"C/ de Llança, 1, Barcelona"
107,Cal Toni,ChIJaV8NrHyipBIRgQoqtgT4e9Q,OPERATIONAL,"{'lat': 41.3764589, 'lng': 2.1546302}",4.7,,174,"C/ d'Entença, 23, Barcelona"
108,Grado Sushi,ChIJo3_-qemjpBIRLVl9ptI-KJQ,OPERATIONAL,"{'lat': 41.3763092, 'lng': 2.1525642}",4.7,,248,"C. de Vilamarí, 29, Barcelona"
109,Bar Chiqui,ChIJR4IQgXyipBIRBVxMhwFZc8g,OPERATIONAL,"{'lat': 41.3763072, 'lng': 2.1525689}",4.4,1.0,664,"C. de Vilamarí, 29, Barcelona"
110,CruiX,ChIJG8wtVnyipBIRru4JNK9EdkM,OPERATIONAL,"{'lat': 41.3781622, 'lng': 2.1522811}",4.6,2.0,1998,"C/ d'Entença, 57, Barcelona"
111,La Clara Restaurant,ChIJn2RJ2XyipBIRyWyAwe3FBg0,OPERATIONAL,"{'lat': 41.37830750000001, 'lng': 2.1539346}",4.3,3.0,1251,"Gran Via de les Corts Catalanes, 442, Barcelona"
112,Restaurante Ferial,ChIJ2daX1WSipBIR2bq5dlpGVMA,OPERATIONAL,"{'lat': 41.37365519999999, 'lng': 2.1550569}",4.3,1.0,149,"Carrer de l'Olivera, 78, Barcelona"
113,Ruar Street Food,ChIJWX82axGjpBIRxmEiZVj4LIs,OPERATIONAL,"{'lat': 41.375271, 'lng': 2.1556387}",4.3,,860,"Av. del Paral·lel, 172 bis, Barcelona"
114,Bar Restaurant Xopet,ChIJJfKkCnyipBIR2inGRVyc8IA,OPERATIONAL,"{'lat': 41.3763104, 'lng': 2.1512644}",4.1,,9,"Gran Via de les Corts Catalanes, 394, Barcelona"
115,Mishkiuchu Barcelona,ChIJSWB1_tOjpBIR4iiMstiLq5g,OPERATIONAL,"{'lat': 41.3765795, 'lng': 2.1534051}",4.6,,257,"C/ de Sepúlveda, 23, Barcelona"
116,El Mesonet,ChIJlV3rfnuipBIR6tvx1mJy7J8,OPERATIONAL,"{'lat': 41.3759522, 'lng': 2.1525699}",4.4,1.0,518,"C/ de Sepúlveda, 11, Barcelona"
117,Mesón Mistral,ChIJu-SqWHuipBIRYKvCD2-3XVQ,OPERATIONAL,"{'lat': 41.3760497, 'lng': 2.1539624}",3.6,1.0,176,"Av. de Mistral, 58, Barcelona"
118,CruiX,ChIJG8wtVnyipBIRru4JNK9EdkM,OPERATIONAL,"{'lat': 41.3781622, 'lng': 2.1522811}",4.6,2.0,1998,"C/ d'Entença, 57, Barcelona"
119,La Clara Restaurant,ChIJn2RJ2XyipBIRyWyAwe3FBg0,OPERATIONAL,"{'lat': 41.37830750000001, 'lng': 2.1539346}",4.3,3.0,1251,"Gran Via de les Corts Catalanes, 442, Barcelona"
120,Suarna Restaurant,ChIJ558FkXuipBIRonWkb0iXnjc,OPERATIONAL,"{'lat': 41.3753924, 'lng': 2.1515468}",3.8,2.0,1927,"C/ de Llança, 1, Barcelona"
121,Sushi,ChIJHaDXZrmjpBIRC4XATEvTzjE,OPERATIONAL,"{'lat': 41.3763642, 'lng': 2.1532276}",4.9,1.0,159,"C/ de Sepúlveda, 17, Barcelona"
122,Cal Toni,ChIJaV8NrHyipBIRgQoqtgT4e9Q,OPERATIONAL,"{'lat': 41.3764589, 'lng': 2.1546302}",4.7,,174,"C/ d'Entença, 23, Barcelona"
123,RESTAURANT El Faisan,ChIJUbPK7nyipBIRdK4WskCDaK4,OPERATIONAL,"{'lat': 41.3777775, 'lng': 2.153333}",3.7,1.0,1330,"Gran Via de les Corts Catalanes Esquina Carrer d'Entença, 428, Barcelona"
124,Lunch & Catering,ChIJY1bqIn2ipBIR65RpM2Q0T_k,OPERATIONAL,"{'lat': 41.3791526, 'lng': 2.1536874}",4.1,1.0,183,"C/ de Rocafort, 74, Barcelona"
125,Restaurant Galícia,ChIJnUOH93yipBIR4ouxp6LWyKo,OPERATIONAL,"{'lat': 41.3779627, 'lng': 2.1524676}",3.8,1.0,1512,"Gran Via de les Corts Catalanes, 425, Barcelona"
126,Bar restaurant Bienvenido,ChIJr1C5THyipBIR9xbck5pZp84,OPERATIONAL,"{'lat': 41.3786011, 'lng': 2.1516456}",3.9,1.0,127,"C/ de la Diputació, 40, Barcelona"
127,Bar Chiqui,ChIJR4IQgXyipBIRBVxMhwFZc8g,OPERATIONAL,"{'lat': 41.3763072, 'lng': 2.1525689}",4.4,1.0,664,"C. de Vilamarí, 29, Barcelona"
128,Font Bar-Restaurant & Pizzeria,ChIJGTX7cXuipBIRD7O8szLDVO4,OPERATIONAL,"{'lat': 41.3752401, 'lng': 2.1529908}",4.0,,104,"Av. del Paral·lel, 190, Barcelona"
129,Grado Sushi,ChIJo3_-qemjpBIRLVl9ptI-KJQ,OPERATIONAL,"{'lat': 41.3763092, 'lng': 2.1525642}",4.7,,248,"C. de Vilamarí, 29, Barcelona"
130,PURA BRASA Arenas,ChIJYdiUA3yipBIR_AfP9qEHnLw,OPERATIONAL,"{'lat': 41.3762796, 'lng': 2.1501198}",4.1,2.0,2722,"Gran Via de les Corts Catalanes, 373, Barcelona"
131,Enigma,ChIJA6vUunyipBIRMtoRD_vIbII,OPERATIONAL,"{'lat': 41.3767217, 'lng': 2.1541006}",4.6,4.0,427,"C/ de Sepúlveda, 38, 40, Barcelona"
