,place_id,dine_in,reservable,serves_beer,serves_wine,vegeterian,takeout,wheel_chair_acc,mon_hours,tue_hours,wed_hours,thu_hours,fri_hours,sat_hours,sun_hours
37,ChIJPf1-eoaYpBIRL9G7K5lv8Wg,True,True,True,True,,,True,1:00–4:00PM,1:00–4:00PM,"1:00–4:00PM, 8:00–11:00PM","1:00–4:00PM, 8:00–11:00PM","1:00–4:00PM, 8:00–11:00PM",1:00–4:00PM,1:00–4:00PM
38,ChIJsfs3COmZpBIRDRTKEcVN4Fw,True,True,True,True,,True,True,"1:00–4:00PM, 7:00PM–12:00AM","1:00–4:00PM, 7:00PM–12:00AM","1:00–4:00PM, 7:00PM–12:00AM","1:00–4:00PM, 7:00PM–12:00AM","1:00–4:00PM, 7:00PM–12:00AM","1:00–4:00PM, 7:00PM–12:00AM","1:00–4:00PM, 7:00PM–12:00AM"
39,ChIJhfH1qYiYpBIREcmqiNZ5JgA,True,True,True,True,,True,True,6:00PM–12:00AM,6:00PM–12:00AM,6:00PM–12:00AM,6:00PM–1:00AM,12:00PM–1:00AM,12:00–6:00PM,6:00PM–12:00AM
40,ChIJocptdn6ZpBIRiGsUWrjyHjQ,True,True,True,True,,True,True,,,,,,,
41,ChIJoYkl-IaYpBIRjRVlUIlKHEs,True,True,True,True,False,True,True,8:00AM–5:00PM,9:00AM–5:00PM,9:00AM–5:00PM,"9:00AM–5:00PM, 8:00–11:30PM",9:00AM–5:00PM,9:00AM–5:00PM,9:00AM–5:00PM
42,ChIJ7x47WoaYpBIR3TTQ_0d6U4w,True,True,True,True,False,True,True,1:00–4:00PM,1:00–4:00PM,"1:00–4:00PM, 8:00–11:00PM","1:00–4:00PM, 8:00–11:00PM","1:00–4:00PM, 8:00–11:00PM",1:00–4:00PM,Closed
43,ChIJhT843qCZpBIRoK_FijSPWlg,True,,True,True,False,,,11:00AM–12:00AM,11:00AM–12:00AM,11:00AM–12:00AM,11:00AM–12:30AM,11:00AM–12:30AM,11:00AM–12:00AM,11:00AM–12:00AM
44,ChIJAZxdtYiYpBIRmT6LCmIQLJE,True,,True,True,,True,,7:00AM–3:00PM,7:00AM–11:30PM,7:00AM–11:30PM,7:00AM–12:30AM,8:00AM–12:30AM,8:00AM–11:30PM,7:00AM–11:30PM
45,ChIJu0Wr_IWYpBIROJGP4dNWyT4,True,True,True,True,True,True,True,Closed,Closed,"1:00–4:00PM, 8:00–11:00PM","12:30–4:00PM, 8:00–11:00PM","12:30–4:00PM, 8:00–11:00PM","12:30–4:00PM, 8:00–11:00PM","1:00–4:00PM, 8:00–11:00PM"
46,ChIJzf6lXYiYpBIRhuIKAGaGvcA,True,True,True,True,False,False,True,Closed,8:30–11:30PM,8:30–11:30PM,8:30–11:30PM,2:00–4:30PM,2:00–4:30PM,Closed
47,ChIJyQfhYV2ZpBIR_L8bc1dM-sI,True,True,True,True,True,,True,Closed,"12:00–6:00PM, 8:00–10:30PM","12:00–6:00PM, 8:00–10:30PM","12:00–6:00PM, 8:00–10:30PM","12:00–6:00PM, 8:00–10:30PM","12:00–6:00PM, 8:00–10:30PM","12:00–6:00PM, 8:00–10:30PM"
48,ChIJjQSXZYaYpBIRqOV52Gz9wl4,True,True,True,True,,,True,11:00AM–12:00AM,11:00AM–12:00AM,11:00AM–12:00AM,11:00AM–12:00AM,11:00AM–1:30AM,11:00AM–1:00AM,11:00AM–12:00AM
49,ChIJy-ZcyYmYpBIREck48On3tiE,True,True,True,True,,True,True,12:00–5:00PM,12:00–11:30PM,12:00–11:30PM,12:00–11:30PM,10:00AM–11:30PM,10:00AM–5:00PM,12:00–5:00PM
50,ChIJw_FUO4iYpBIRu-SzuS1stj4,True,True,True,True,False,True,,7:00AM–8:00PM,7:00AM–8:00PM,7:00AM–8:00PM,7:00AM–8:00PM,10:00AM–8:00PM,Closed,7:00AM–8:00PM
51,ChIJ3S3aiYeYpBIRRrbmIGfVNmY,True,True,True,True,,True,True,,,,,,,
52,ChIJ-5mq8IeYpBIRKTqCUWV5BAg,True,True,True,True,False,True,True,"1:00–3:30PM, 8:00–10:30PM","1:00–3:30PM, 8:00–10:30PM","1:00–3:30PM, 8:00–10:30PM","1:00–3:30PM, 8:00–10:30PM","1:00–3:30PM, 8:00–10:30PM","1:00–3:30PM, 8:00–10:30PM","1:00–3:30PM, 8:00–10:30PM"
53,ChIJdddVPoiYpBIRH-u56MmnugE,True,True,True,True,True,False,True,1:00–5:00PM,1:00–5:00PM,1:00–5:00PM,"1:00–5:00PM, 8:00–11:00PM",1:00–5:00PM,1:00–5:00PM,Closed
54,ChIJM9eVPIiYpBIRUjU42p7nkjM,True,True,True,True,False,True,True,"1:00–4:00PM, 8:00–11:45PM",Closed,"1:00–4:00PM, 8:00–11:45PM","1:00–4:00PM, 8:00PM–12:00AM","1:00–4:00PM, 8:00PM–12:00AM",1:00–4:00PM,"1:00–4:00PM, 8:00–11:45PM"
55,ChIJa2JM2O-ZpBIRL8SroAFEiwg,True,True,True,True,,True,True,8:30AM–7:00PM,8:30AM–7:00PM,8:30AM–7:00PM,8:30AM–7:00PM,Closed,Closed,8:30AM–7:00PM
56,ChIJ04bKVYaYpBIRgrNfBtZlM7I,True,True,True,True,,True,False,1:30–4:30PM,1:30–4:30PM,"1:30–4:30PM, 8:00PM–12:00AM","1:30–4:30PM, 8:45PM–12:00AM","1:30–4:30PM, 8:00PM–12:00AM",Closed,Closed
57,ChIJia8OBoeYpBIR-SxY_ryPuW4,True,True,True,True,False,True,True,7:00AM–11:00PM,7:00AM–11:00PM,7:00AM–11:00PM,7:00AM–12:00AM,7:00AM–12:00AM,Closed,7:00AM–11:00PM
58,ChIJkTjeu4eYpBIRaYZRrUP3Bkc,True,True,True,True,True,True,,"1:00–3:30PM, 8:00–10:30PM","1:00–3:30PM, 8:00–10:30PM","1:00–3:30PM, 8:00–10:30PM","1:00–3:30PM, 8:00–11:00PM","1:00–3:30PM, 8:00–11:00PM","1:00–3:30PM, 8:00–10:30PM","1:00–3:30PM, 8:00–10:30PM"
59,ChIJ_xiSEoiYpBIRTFm_hESJYy0,True,True,True,True,False,True,True,8:00–11:30PM,8:00–11:30PM,8:00–11:30PM,"1:30–4:30PM, 8:00–11:30PM","1:30–4:30PM, 8:00–11:30PM",Closed,Closed
60,ChIJSaU7s2KYpBIRFfxguajgjNo,True,True,True,True,False,True,True,7:00AM–12:00AM,7:00AM–12:00AM,7:00AM–12:00AM,7:00AM–12:00AM,9:00AM–12:00AM,9:00AM–12:00AM,7:00AM–12:00AM
61,ChIJo_hqYX2YpBIRsiCnpd7rYPk,True,True,True,True,,True,True,8:30AM–4:00PM,8:30AM–4:00PM,8:30AM–4:00PM,8:30AM–4:00PM,Closed,Closed,8:30AM–4:00PM
62,ChIJCb5tXFeZpBIRl1_gLIZP4BU,True,True,True,True,False,True,True,1:00–5:00PM,1:00–5:00PM,1:00–5:00PM,1:00–5:00PM,1:00–5:00PM,1:00–5:00PM,Closed
63,ChIJb98SLIiYpBIRe--Fc9f1NtU,True,True,True,True,,True,True,6:30AM–12:00AM,6:30AM–12:00AM,6:30AM–12:00AM,6:30AM–12:00AM,6:30AM–12:00AM,6:30AM–12:00AM,6:30AM–12:00AM
64,ChIJfaB5TX2YpBIR8dfmBpt2NQw,True,True,True,True,,True,,7:00PM–12:00AM,"12:00–4:30PM, 7:00PM–12:00AM","12:00–4:30PM, 7:00PM–12:00AM","12:00–4:30PM, 7:00PM–12:00AM","12:00–4:30PM, 7:00PM–12:00AM","12:00–4:30PM, 7:00PM–12:00AM","12:00–4:30PM, 7:00PM–12:00AM"
65,ChIJCWjzV32YpBIRwDrkvZpBqj0,True,,True,True,,True,True,11:30AM–12:30AM,11:30AM–12:30AM,11:30AM–12:30AM,11:30AM–12:30AM,11:30AM–12:30AM,11:30AM–12:30AM,11:30AM–12:30AM
66,ChIJ_YV-YrmZpBIRNBJ5kfCPh4M,True,True,True,True,,True,,12:00–6:00PM,12:00–8:00PM,12:00–8:00PM,9:00AM–10:00PM,8:30AM–12:00AM,8:30AM–10:00PM,12:00–8:00PM
67,ChIJ___P8YeYpBIRl5sQbSJNTlM,True,True,True,True,,True,True,8:00AM–10:00PM,8:00AM–10:00PM,8:00AM–10:00PM,8:00AM–10:00PM,8:00AM–10:00PM,8:00AM–10:00PM,8:00AM–10:00PM
68,ChIJe2D3fouZpBIRABpj095AHz8,True,True,True,True,True,True,True,"12:30–4:30PM, 7:30–11:30PM","12:30–4:30PM, 7:30–11:30PM","12:30–4:30PM, 7:30–11:30PM","12:30–4:30PM, 7:30–11:30PM","12:30–4:30PM, 7:30–11:30PM","12:30–4:30PM, 7:30–11:30PM","12:30–4:30PM, 7:30–11:30PM"
69,ChIJhX2yPHGZpBIRGFxmnpwLyiQ,True,True,True,True,False,True,,Open 24 hours,12:00–10:00PM,12:00–10:00PM,12:00–10:00PM,12:00–10:00PM,12:00–10:00PM,12:00–10:00PM
70,ChIJTRzqtGKYpBIRx3Zr-T2Firs,,True,,True,,True,True,Closed,10:00AM–3:00PM,10:00AM–3:00PM,10:00AM–3:00PM,10:00AM–3:00PM,10:00AM–3:00PM,Closed
71,ChIJZ-lpVS6ZpBIR-IkcY9L113o,True,False,True,,,True,True,8:00AM–12:00AM,8:00AM–12:00AM,8:00AM–1:00AM,8:00AM–1:00AM,8:00AM–1:00AM,8:00AM–12:00AM,8:00AM–12:00AM
72,ChIJaeN9l0aZpBIR4zHzdtlcsQY,True,True,True,True,True,True,True,"1:00–4:00PM, 8:30–11:30PM","1:00–4:00PM, 8:30–11:30PM","1:00–4:00PM, 8:30–11:30PM","1:00–4:00PM, 8:30–11:30PM","1:30–4:30PM, 8:30PM–12:30AM",Closed,Closed
73,ChIJs7R5Eh-ZpBIRRvV90IncxtM,True,True,True,True,False,True,,9:00AM–6:00PM,9:00AM–6:00PM,9:00AM–6:00PM,9:00AM–10:00PM,9:00AM–10:00PM,9:00AM–10:00PM,9:00AM–6:00PM
74,ChIJdV43OH2YpBIRP59x2t0BOBo,True,True,True,True,False,True,,7:00AM–9:00PM,7:00AM–9:00PM,7:00AM–9:00PM,7:00AM–9:00PM,8:00AM–4:00PM,Closed,7:00AM–9:00PM
75,ChIJmdkVki-ZpBIR5PFIblFdagg,True,True,True,True,False,True,True,7:00AM–2:00AM,7:00AM–2:00AM,7:00AM–2:00AM,7:00AM–2:00AM,7:00AM–2:00AM,7:00AM–2:00AM,7:00AM–2:00AM
76,ChIJD7RfGWOYpBIR1eLL-hfBMyA,True,True,True,True,False,True,True,7:00AM–1:00AM,7:00AM–1:00AM,7:00AM–1:00AM,7:00AM–1:00AM,7:00AM–1:00AM,7:00AM–1:00AM,7:00AM–1:00AM
77,ChIJXx13z3yYpBIRj8vsnz_icLU,True,True,True,True,False,True,,7:00AM–8:00PM,7:00AM–8:00PM,7:00AM–8:00PM,7:00AM–8:00PM,Closed,Closed,7:00AM–8:00PM
78,ChIJkQ-0U3yYpBIRTj-Yu-xiepQ,True,True,True,True,False,True,True,7:30AM–1:00AM,7:30AM–1:00AM,7:30AM–1:00AM,7:30AM–1:00AM,7:30AM–1:00AM,7:30AM–1:00AM,7:30AM–1:00AM
79,ChIJP6IuHn2YpBIREF8YZp7ZiTs,True,True,True,True,True,True,False,Closed,7:00–11:00PM,"1:00–4:00PM, 7:00–11:00PM","1:00–4:00PM, 7:00–11:00PM","1:00–4:00PM, 7:00–11:00PM","1:00–4:00PM, 7:00–11:00PM","1:00–4:00PM, 7:00–11:00PM"
80,ChIJt0xYX2OYpBIRLxRBGJ2OAlE,True,True,True,True,,True,True,8:30AM–5:00PM,8:30AM–5:00PM,8:30AM–5:00PM,8:30AM–5:00PM,8:30AM–5:00PM,Closed,8:30AM–5:00PM
81,ChIJL-tIqWSYpBIRlhZSeDYTgvs,True,,True,True,,True,True,11:00AM–8:00PM,11:00AM–8:00PM,11:00AM–8:00PM,11:00AM–8:00PM,11:00AM–4:00PM,11:00AM–4:00PM,11:00AM–8:00PM
82,ChIJc91IQHuYpBIRbkwBzGVi9n0,True,True,True,True,False,True,,1:00–8:30PM,1:00–8:30PM,1:00–11:30PM,1:00PM–2:00AM,1:00–5:00PM,Closed,1:00–8:30PM
83,ChIJeYg8g_mZpBIRfY-5E_sJ0wI,True,True,True,True,True,True,True,"1:00–4:00PM, 7:00–11:00PM","1:00–4:00PM, 7:00–11:00PM","1:00–4:00PM, 7:00–11:00PM","1:00–4:00PM, 7:00–11:00PM","1:00–4:00PM, 7:00–11:00PM",1:00–4:00PM,Closed
84,ChIJlVuAm3WZpBIR_qGfYX3JYvY,True,True,True,True,,True,True,"12:30–4:30PM, 7:30–11:30PM","12:30–4:30PM, 7:30–11:30PM","12:30–4:30PM, 7:30–11:30PM","12:30–4:30PM, 7:30–11:30PM","12:30–4:30PM, 7:30–11:30PM","12:30–4:30PM, 7:30–11:30PM","12:30–4:30PM, 7:30–11:30PM"
85,ChIJ930OtWSYpBIRwmgfp4-zcIA,True,True,True,True,False,,,"1:00–4:00PM, 7:00–11:30PM","1:00–4:00PM, 7:00–11:30PM","1:00–4:00PM, 7:00–11:30PM","1:00–4:00PM, 7:00–11:30PM","1:00–4:00PM, 7:00–11:30PM",1:00–4:00PM,Closed
86,ChIJS4enbHuYpBIRJfhWVmNcemc,True,True,True,True,,True,True,8:00AM–4:00PM,8:00AM–4:00PM,8:00AM–4:00PM,8:00AM–4:00PM,1:00–4:00PM,Closed,8:00AM–4:00PM
87,ChIJc_ctkpKZpBIRkaV1s1I-E9c,True,True,True,True,True,True,True,"12:00–4:30PM, 7:30–11:30PM","12:00–4:30PM, 7:30–11:30PM","12:00–4:30PM, 7:30–11:30PM","12:00–4:30PM, 7:30–11:30PM","12:00–4:30PM, 7:30–11:30PM",Closed,"12:00–4:30PM, 7:30–11:30PM"
88,ChIJxZkIX2OYpBIRHMa90MgG3Es,True,False,True,True,,True,False,Closed,"1:00–3:30PM, 8:00–10:30PM","1:00–3:30PM, 8:00–10:30PM","1:00–3:30PM, 8:00–11:00PM","1:00–3:30PM, 8:00–11:00PM",1:00–3:30PM,Closed
89,ChIJvbhhPnuYpBIRoIy7d5XgHjY,True,True,True,True,False,True,True,6:00AM–1:00AM,6:00AM–2:00AM,6:00AM–2:30AM,6:00AM–2:30AM,6:00AM–2:30AM,6:00AM–1:00AM,6:00AM–2:00AM
90,ChIJu3xdsGSYpBIRp4zwpHsmoLE,True,,True,True,,True,True,"12:00–4:30PM, 7:30–11:30PM","12:00–4:30PM, 7:30–11:30PM","12:00–4:30PM, 7:30–11:30PM","12:00–4:30PM, 7:30–11:30PM","12:00–4:30PM, 7:30–11:30PM","12:00–4:30PM, 7:30–11:30PM","12:00–4:30PM, 7:30–11:30PM"
91,ChIJ6YL0anuYpBIRnVhz_j5Ahs4,True,True,True,True,,True,True,"11:00AM–5:00PM, 8:00–11:00PM","11:00AM–5:00PM, 8:00–11:00PM","11:00AM–5:00PM, 8:00–11:00PM","11:00AM–5:00PM, 8:00–11:30PM","11:00AM–5:00PM, 8:00–11:30PM",11:00AM–5:00PM,"11:00AM–5:00PM, 8:00–11:00PM"
92,ChIJyZ9mgmSYpBIRqIx4fq5g2ec,True,True,True,True,False,,True,8:00PM–12:00AM,8:00PM–12:00AM,8:00PM–12:00AM,8:00PM–12:00AM,8:00PM–12:00AM,Closed,Closed
93,ChIJv5MsP3uYpBIRf-JSZ1R6HJ8,True,True,True,True,False,True,,8:00AM–12:00AM,8:00AM–12:00AM,8:00AM–12:00AM,8:00AM–12:00AM,9:00AM–12:00AM,Closed,8:00AM–12:00AM
94,ChIJu8Pue2SYpBIRm_-BPR1-f90,True,True,True,True,False,,True,12:30PM–12:00AM,12:30PM–12:00AM,12:30PM–1:00AM,12:30PM–2:00AM,12:00PM–2:00AM,12:00PM–12:00AM,12:30PM–12:00AM
95,ChIJV-TNQXuYpBIRDW6SXjBqaW0,True,True,True,True,,True,True,7:30AM–6:00PM,7:30AM–6:00PM,7:30AM–6:00PM,7:30AM–3:00AM,7:00PM–3:00AM,Closed,7:30AM–6:00PM
96,ChIJk9u1YGSYpBIRH5ig5p0i7qU,True,True,True,True,False,True,True,7:00AM–4:30PM,7:00AM–4:30PM,7:00AM–4:30PM,7:00AM–4:30PM,9:00AM–5:00PM,Closed,7:00AM–4:30PM
97,ChIJx5rMbkqZpBIR6xDYH-DCPjA,True,,True,True,,True,True,"12:30–4:30PM, 7:00PM–12:00AM","12:30–4:30PM, 7:00PM–12:00AM","12:30–4:30PM, 7:00PM–12:00AM","12:30–4:30PM, 7:00PM–12:00AM","12:30–4:30PM, 7:00PM–12:00AM","12:30–4:30PM, 7:00PM–12:00AM","12:30–4:30PM, 7:00PM–12:00AM"
98,ChIJvWSUfIWZpBIRN2ld58lK_Zw,True,True,True,True,True,True,True,8:00–11:00PM,"1:00–4:30PM, 8:00–11:00PM","1:00–4:30PM, 8:00–11:00PM","1:00–4:30PM, 8:00PM–12:00AM","1:00–4:30PM, 8:00PM–12:00AM",1:00–5:00PM,Closed
