index,place_id,dine_in,reservable,serves_beer,serves_wine,vegeterian,takeout,wheel_chair_acc,tue_hours,wed_hours,thu_hours,fri_hours,sat_hours,sun_hours,mon_hours
46,ChIJzf6lXYiYpBIRhuIKAGaGvcA,Yes,Yes,Yes,Yes,No,No,Yes,Closed,8:30–11:30PM,8:30–11:30PM,8:30–11:30PM,2:00–4:30PM,2:00–4:30PM,Closed
47,ChIJyQfhYV2ZpBIR_L8bc1dM-sI,Yes,Yes,Yes,Yes,Yes,Maybe,Yes,Closed,"12:00–6:00PM, 8:00–10:30PM","12:00–6:00PM, 8:00–10:30PM","12:00–6:00PM, 8:00–10:30PM","12:00–6:00PM, 8:00–10:30PM","12:00–6:00PM, 8:00–10:30PM","12:00–6:00PM, 8:00–10:30PM"
48,ChIJjQSXZYaYpBIRqOV52Gz9wl4,Yes,Yes,Yes,Yes,Maybe,Maybe,Yes,11:00AM–12:00AM,11:00AM–12:00AM,11:00AM–12:00AM,11:00AM–12:00AM,11:00AM–1:30AM,11:00AM–1:00AM,11:00AM–12:00AM
49,ChIJy-ZcyYmYpBIREck48On3tiE,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,12:00–5:00PM,12:00–11:30PM,12:00–11:30PM,12:00–11:30PM,10:00AM–11:30PM,10:00AM–5:00PM,12:00–5:00PM
50,ChIJw_FUO4iYpBIRu-SzuS1stj4,Yes,Yes,Yes,Yes,No,Yes,Maybe,7:00AM–8:00PM,7:00AM–8:00PM,7:00AM–8:00PM,7:00AM–8:00PM,10:00AM–8:00PM,Closed,7:00AM–8:00PM
51,ChIJ3S3aiYeYpBIRRrbmIGfVNmY,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,,,,,,,
52,ChIJ-5mq8IeYpBIRKTqCUWV5BAg,Yes,Yes,Yes,Yes,No,Yes,Yes,"1:00–3:30PM, 8:00–10:30PM","1:00–3:30PM, 8:00–10:30PM","1:00–3:30PM, 8:00–10:30PM","1:00–3:30PM, 8:00–10:30PM","1:00–3:30PM, 8:00–10:30PM","1:00–3:30PM, 8:00–10:30PM","1:00–3:30PM, 8:00–10:30PM"
53,ChIJdddVPoiYpBIRH-u56MmnugE,Yes,Yes,Yes,Yes,Yes,No,Yes,1:00–5:00PM,1:00–5:00PM,1:00–5:00PM,"1:00–5:00PM, 8:00–11:00PM",1:00–5:00PM,1:00–5:00PM,Closed
54,ChIJM9eVPIiYpBIRUjU42p7nkjM,Yes,Yes,Yes,Yes,No,Yes,Yes,"1:00–4:00PM, 8:00–11:45PM",Closed,"1:00–4:00PM, 8:00–11:45PM","1:00–4:00PM, 8:00PM–12:00AM","1:00–4:00PM, 8:00PM–12:00AM",1:00–4:00PM,"1:00–4:00PM, 8:00–11:45PM"
55,ChIJa2JM2O-ZpBIRL8SroAFEiwg,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,8:30AM–7:00PM,8:30AM–7:00PM,8:30AM–7:00PM,8:30AM–7:00PM,Closed,Closed,8:30AM–7:00PM
56,ChIJ04bKVYaYpBIRgrNfBtZlM7I,Yes,Yes,Yes,Yes,Maybe,Yes,No,1:30–4:30PM,1:30–4:30PM,"1:30–4:30PM, 8:00PM–12:00AM","1:30–4:30PM, 8:45PM–12:00AM","1:30–4:30PM, 8:00PM–12:00AM",Closed,Closed
57,ChIJia8OBoeYpBIR-SxY_ryPuW4,Yes,Yes,Yes,Yes,No,Yes,Yes,7:00AM–11:00PM,7:00AM–11:00PM,7:00AM–11:00PM,7:00AM–12:00AM,7:00AM–12:00AM,Closed,7:00AM–11:00PM
58,ChIJkTjeu4eYpBIRaYZRrUP3Bkc,Yes,Yes,Yes,Yes,Yes,Yes,Maybe,"1:00–3:30PM, 8:00–10:30PM","1:00–3:30PM, 8:00–10:30PM","1:00–3:30PM, 8:00–10:30PM","1:00–3:30PM, 8:00–11:00PM","1:00–3:30PM, 8:00–11:00PM","1:00–3:30PM, 8:00–10:30PM","1:00–3:30PM, 8:00–10:30PM"
59,ChIJ_xiSEoiYpBIRTFm_hESJYy0,Yes,Yes,Yes,Yes,No,Yes,Yes,8:00–11:30PM,8:00–11:30PM,8:00–11:30PM,"1:30–4:30PM, 8:00–11:30PM","1:30–4:30PM, 8:00–11:30PM",Closed,Closed
60,ChIJSaU7s2KYpBIRFfxguajgjNo,Yes,Yes,Yes,Yes,No,Yes,Yes,7:00AM–12:00AM,7:00AM–12:00AM,7:00AM–12:00AM,7:00AM–12:00AM,9:00AM–12:00AM,9:00AM–12:00AM,7:00AM–12:00AM
61,ChIJo_hqYX2YpBIRsiCnpd7rYPk,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,8:30AM–4:00PM,8:30AM–4:00PM,8:30AM–4:00PM,8:30AM–4:00PM,Closed,Closed,8:30AM–4:00PM
62,ChIJCb5tXFeZpBIRl1_gLIZP4BU,Yes,Yes,Yes,Yes,No,Yes,Yes,1:00–5:00PM,1:00–5:00PM,1:00–5:00PM,1:00–5:00PM,1:00–5:00PM,1:00–5:00PM,Closed
63,ChIJb98SLIiYpBIRe--Fc9f1NtU,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,6:30AM–12:00AM,6:30AM–12:00AM,6:30AM–12:00AM,6:30AM–12:00AM,6:30AM–12:00AM,6:30AM–12:00AM,6:30AM–12:00AM
64,ChIJfaB5TX2YpBIR8dfmBpt2NQw,Yes,Yes,Yes,Yes,Maybe,Yes,Maybe,7:00PM–12:00AM,"12:00–4:30PM, 7:00PM–12:00AM","12:00–4:30PM, 7:00PM–12:00AM","12:00–4:30PM, 7:00PM–12:00AM","12:00–4:30PM, 7:00PM–12:00AM","12:00–4:30PM, 7:00PM–12:00AM","12:00–4:30PM, 7:00PM–12:00AM"
65,ChIJCWjzV32YpBIRwDrkvZpBqj0,Yes,Maybe,Yes,Yes,Maybe,Yes,Yes,11:30AM–12:30AM,11:30AM–12:30AM,11:30AM–12:30AM,11:30AM–12:30AM,11:30AM–12:30AM,11:30AM–12:30AM,11:30AM–12:30AM
66,ChIJ_YV-YrmZpBIRNBJ5kfCPh4M,Yes,Yes,Yes,Yes,Maybe,Yes,Maybe,12:00–6:00PM,12:00–8:00PM,12:00–8:00PM,9:00AM–10:00PM,8:30AM–12:00AM,8:30AM–10:00PM,12:00–8:00PM
67,ChIJ___P8YeYpBIRl5sQbSJNTlM,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,8:00AM–10:00PM,8:00AM–10:00PM,8:00AM–10:00PM,8:00AM–10:00PM,8:00AM–10:00PM,8:00AM–10:00PM,8:00AM–10:00PM
68,ChIJe2D3fouZpBIRABpj095AHz8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"12:30–4:30PM, 7:30–11:30PM","12:30–4:30PM, 7:30–11:30PM","12:30–4:30PM, 7:30–11:30PM","12:30–4:30PM, 7:30–11:30PM","12:30–4:30PM, 7:30–11:30PM","12:30–4:30PM, 7:30–11:30PM","12:30–4:30PM, 7:30–11:30PM"
69,ChIJhX2yPHGZpBIRGFxmnpwLyiQ,Yes,Yes,Yes,Yes,No,Yes,Maybe,Open 24 hours,12:00–10:00PM,12:00–10:00PM,12:00–10:00PM,12:00–10:00PM,12:00–10:00PM,12:00–10:00PM
70,ChIJTRzqtGKYpBIRx3Zr-T2Firs,Maybe,Yes,Maybe,Yes,Maybe,Yes,Yes,Closed,10:00AM–3:00PM,10:00AM–3:00PM,10:00AM–3:00PM,10:00AM–3:00PM,10:00AM–3:00PM,Closed
71,ChIJZ-lpVS6ZpBIR-IkcY9L113o,Yes,No,Yes,Maybe,Maybe,Yes,Yes,8:00AM–12:00AM,8:00AM–12:00AM,8:00AM–1:00AM,8:00AM–1:00AM,8:00AM–1:00AM,8:00AM–12:00AM,8:00AM–12:00AM
72,ChIJaeN9l0aZpBIR4zHzdtlcsQY,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"1:00–4:00PM, 8:30–11:30PM","1:00–4:00PM, 8:30–11:30PM","1:00–4:00PM, 8:30–11:30PM","1:00–4:00PM, 8:30–11:30PM","1:30–4:30PM, 8:30PM–12:30AM",Closed,Closed
73,ChIJs7R5Eh-ZpBIRRvV90IncxtM,Yes,Yes,Yes,Yes,No,Yes,Maybe,9:00AM–6:00PM,9:00AM–6:00PM,9:00AM–6:00PM,9:00AM–10:00PM,9:00AM–10:00PM,9:00AM–10:00PM,9:00AM–6:00PM
74,ChIJdV43OH2YpBIRP59x2t0BOBo,Yes,Yes,Yes,Yes,No,Yes,Maybe,7:00AM–9:00PM,7:00AM–9:00PM,7:00AM–9:00PM,7:00AM–9:00PM,8:00AM–4:00PM,Closed,7:00AM–9:00PM
75,ChIJmdkVki-ZpBIR5PFIblFdagg,Yes,Yes,Yes,Yes,No,Yes,Yes,7:00AM–2:00AM,7:00AM–2:00AM,7:00AM–2:00AM,7:00AM–2:00AM,7:00AM–2:00AM,7:00AM–2:00AM,7:00AM–2:00AM
76,ChIJD7RfGWOYpBIR1eLL-hfBMyA,Yes,Yes,Yes,Yes,No,Yes,Yes,7:00AM–1:00AM,7:00AM–1:00AM,7:00AM–1:00AM,7:00AM–1:00AM,7:00AM–1:00AM,7:00AM–1:00AM,7:00AM–1:00AM
77,ChIJXx13z3yYpBIRj8vsnz_icLU,Yes,Yes,Yes,Yes,No,Yes,Maybe,7:00AM–8:00PM,7:00AM–8:00PM,7:00AM–8:00PM,7:00AM–8:00PM,Closed,Closed,7:00AM–8:00PM
78,ChIJkQ-0U3yYpBIRTj-Yu-xiepQ,Yes,Yes,Yes,Yes,No,Yes,Yes,7:30AM–1:00AM,7:30AM–1:00AM,7:30AM–1:00AM,7:30AM–1:00AM,7:30AM–1:00AM,7:30AM–1:00AM,7:30AM–1:00AM
79,ChIJP6IuHn2YpBIREF8YZp7ZiTs,Yes,Yes,Yes,Yes,Yes,Yes,No,Closed,7:00–11:00PM,"1:00–4:00PM, 7:00–11:00PM","1:00–4:00PM, 7:00–11:00PM","1:00–4:00PM, 7:00–11:00PM","1:00–4:00PM, 7:00–11:00PM","1:00–4:00PM, 7:00–11:00PM"
80,ChIJt0xYX2OYpBIRLxRBGJ2OAlE,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,8:30AM–5:00PM,8:30AM–5:00PM,8:30AM–5:00PM,8:30AM–5:00PM,8:30AM–5:00PM,Closed,8:30AM–5:00PM
81,ChIJL-tIqWSYpBIRlhZSeDYTgvs,Yes,Maybe,Yes,Yes,Maybe,Yes,Yes,11:00AM–8:00PM,11:00AM–8:00PM,11:00AM–8:00PM,11:00AM–8:00PM,11:00AM–4:00PM,11:00AM–4:00PM,11:00AM–8:00PM
82,ChIJc91IQHuYpBIRbkwBzGVi9n0,Yes,Yes,Yes,Yes,No,Yes,Maybe,1:00–8:30PM,1:00–8:30PM,1:00–11:30PM,1:00PM–2:00AM,1:00–5:00PM,Closed,1:00–8:30PM
83,ChIJeYg8g_mZpBIRfY-5E_sJ0wI,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"1:00–4:00PM, 7:00–11:00PM","1:00–4:00PM, 7:00–11:00PM","1:00–4:00PM, 7:00–11:00PM","1:00–4:00PM, 7:00–11:00PM","1:00–4:00PM, 7:00–11:00PM",1:00–4:00PM,Closed
84,ChIJlVuAm3WZpBIR_qGfYX3JYvY,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,"12:30–4:30PM, 7:30–11:30PM","12:30–4:30PM, 7:30–11:30PM","12:30–4:30PM, 7:30–11:30PM","12:30–4:30PM, 7:30–11:30PM","12:30–4:30PM, 7:30–11:30PM","12:30–4:30PM, 7:30–11:30PM","12:30–4:30PM, 7:30–11:30PM"
85,ChIJ930OtWSYpBIRwmgfp4-zcIA,Yes,Yes,Yes,Yes,No,Maybe,Maybe,"1:00–4:00PM, 7:00–11:30PM","1:00–4:00PM, 7:00–11:30PM","1:00–4:00PM, 7:00–11:30PM","1:00–4:00PM, 7:00–11:30PM","1:00–4:00PM, 7:00–11:30PM",1:00–4:00PM,Closed
86,ChIJS4enbHuYpBIRJfhWVmNcemc,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,8:00AM–4:00PM,8:00AM–4:00PM,8:00AM–4:00PM,8:00AM–4:00PM,1:00–4:00PM,Closed,8:00AM–4:00PM
87,ChIJc_ctkpKZpBIRkaV1s1I-E9c,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"12:00–4:30PM, 7:30–11:30PM","12:00–4:30PM, 7:30–11:30PM","12:00–4:30PM, 7:30–11:30PM","12:00–4:30PM, 7:30–11:30PM","12:00–4:30PM, 7:30–11:30PM",Closed,"12:00–4:30PM, 7:30–11:30PM"
88,ChIJxZkIX2OYpBIRHMa90MgG3Es,Yes,No,Yes,Yes,Maybe,Yes,No,Closed,"1:00–3:30PM, 8:00–10:30PM","1:00–3:30PM, 8:00–10:30PM","1:00–3:30PM, 8:00–11:00PM","1:00–3:30PM, 8:00–11:00PM",1:00–3:30PM,Closed
89,ChIJvbhhPnuYpBIRoIy7d5XgHjY,Yes,Yes,Yes,Yes,No,Yes,Yes,6:00AM–1:00AM,6:00AM–2:00AM,6:00AM–2:30AM,6:00AM–2:30AM,6:00AM–2:30AM,6:00AM–1:00AM,6:00AM–2:00AM
90,ChIJu3xdsGSYpBIRp4zwpHsmoLE,Yes,Maybe,Yes,Yes,Maybe,Yes,Yes,"12:00–4:30PM, 7:30–11:30PM","12:00–4:30PM, 7:30–11:30PM","12:00–4:30PM, 7:30–11:30PM","12:00–4:30PM, 7:30–11:30PM","12:00–4:30PM, 7:30–11:30PM","12:00–4:30PM, 7:30–11:30PM","12:00–4:30PM, 7:30–11:30PM"
91,ChIJ6YL0anuYpBIRnVhz_j5Ahs4,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,"11:00AM–5:00PM, 8:00–11:00PM","11:00AM–5:00PM, 8:00–11:00PM","11:00AM–5:00PM, 8:00–11:00PM","11:00AM–5:00PM, 8:00–11:30PM","11:00AM–5:00PM, 8:00–11:30PM",11:00AM–5:00PM,"11:00AM–5:00PM, 8:00–11:00PM"
92,ChIJyZ9mgmSYpBIRqIx4fq5g2ec,Yes,Yes,Yes,Yes,No,Maybe,Yes,8:00PM–12:00AM,8:00PM–12:00AM,8:00PM–12:00AM,8:00PM–12:00AM,8:00PM–12:00AM,Closed,Closed
93,ChIJv5MsP3uYpBIRf-JSZ1R6HJ8,Yes,Yes,Yes,Yes,No,Yes,Maybe,8:00AM–12:00AM,8:00AM–12:00AM,8:00AM–12:00AM,8:00AM–12:00AM,9:00AM–12:00AM,Closed,8:00AM–12:00AM
94,ChIJu8Pue2SYpBIRm_-BPR1-f90,Yes,Yes,Yes,Yes,No,Maybe,Yes,12:30PM–12:00AM,12:30PM–12:00AM,12:30PM–1:00AM,12:30PM–2:00AM,12:00PM–2:00AM,12:00PM–12:00AM,12:30PM–12:00AM
95,ChIJV-TNQXuYpBIRDW6SXjBqaW0,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,7:30AM–6:00PM,7:30AM–6:00PM,7:30AM–6:00PM,7:30AM–3:00AM,7:00PM–3:00AM,Closed,7:30AM–6:00PM
96,ChIJk9u1YGSYpBIRH5ig5p0i7qU,Yes,Yes,Yes,Yes,No,Yes,Yes,7:00AM–4:30PM,7:00AM–4:30PM,7:00AM–4:30PM,7:00AM–4:30PM,9:00AM–5:00PM,Closed,7:00AM–4:30PM
97,ChIJx5rMbkqZpBIR6xDYH-DCPjA,Yes,Maybe,Yes,Yes,Maybe,Yes,Yes,"12:30–4:30PM, 7:00PM–12:00AM","12:30–4:30PM, 7:00PM–12:00AM","12:30–4:30PM, 7:00PM–12:00AM","12:30–4:30PM, 7:00PM–12:00AM","12:30–4:30PM, 7:00PM–12:00AM","12:30–4:30PM, 7:00PM–12:00AM","12:30–4:30PM, 7:00PM–12:00AM"
98,ChIJvWSUfIWZpBIRN2ld58lK_Zw,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8:00–11:00PM,"1:00–4:30PM, 8:00–11:00PM","1:00–4:30PM, 8:00–11:00PM","1:00–4:30PM, 8:00PM–12:00AM","1:00–4:30PM, 8:00PM–12:00AM",1:00–5:00PM,Closed
99,ChIJc56wsmSYpBIRASib7vJlsas,Yes,Yes,Yes,Yes,No,Yes,Maybe,"12:30–4:30PM, 7:00PM–12:00AM","12:30–4:30PM, 7:00PM–12:00AM","12:30–4:30PM, 7:00PM–12:00AM","12:30–4:30PM, 7:00PM–12:00AM","12:30–4:30PM, 7:00PM–12:00AM","12:30–4:30PM, 7:00PM–12:00AM","12:30–4:30PM, 7:00PM–12:00AM"
100,ChIJIX_1I3uYpBIR-rudezwyMTU,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,8:00AM–5:00PM,8:00AM–5:00PM,8:00AM–5:00PM,8:00AM–5:00PM,9:00AM–5:00PM,Closed,8:00AM–5:00PM
101,ChIJ2TRzN1SZpBIRy724_GprAtY,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,,,,,,,
102,ChIJtRhfIHuYpBIRBAjEohCsxx8,Yes,Yes,Yes,Yes,No,Yes,Yes,1:00–4:00PM,"1:00–4:00PM, 8:00–11:00PM","1:00–4:00PM, 8:00–11:00PM","1:00–4:00PM, 8:00–11:00PM","1:00–4:00PM, 8:00–11:00PM",1:00–4:00PM,1:00–4:00PM
103,ChIJEbLQKHuYpBIR0FIDT3gJ2zk,Yes,No,Yes,Yes,Maybe,Yes,Yes,8:00AM–11:00PM,8:00AM–11:00PM,8:00AM–11:00PM,8:00AM–11:00PM,9:00AM–11:00PM,10:00AM–11:00PM,8:00AM–11:00PM
104,ChIJ4dsnzHqYpBIREK1CZBD7qXI,Yes,Maybe,Yes,Maybe,Yes,Yes,Yes,9:30AM–9:30PM,9:30AM–9:30PM,9:30AM–9:30PM,9:30AM–9:30PM,9:30AM–9:30PM,12:00–8:00PM,9:30AM–9:30PM
105,ChIJuaqqqnmYpBIR96fs94i_Y6M,Yes,Yes,Yes,Yes,No,Yes,Yes,"1:00–4:00PM, 7:30–11:00PM","1:00–4:00PM, 7:30–11:00PM","1:00–4:00PM, 7:30–11:00PM","1:00–4:30PM, 7:30–11:30PM","1:00–4:30PM, 7:30–11:30PM","1:00–4:00PM, 7:30–11:00PM","1:00–4:00PM, 7:30–11:00PM"
106,ChIJR2yMyXqYpBIR4xbJRVIKFko,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,9:30AM–9:30PM,9:30AM–9:30PM,9:30AM–9:30PM,9:30AM–9:30PM,9:30AM–9:30PM,Closed,9:30AM–9:30PM
107,ChIJ8dRB0nqYpBIRsEFDt6cv2t4,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,12:30–9:30PM,12:30–9:30PM,12:30–9:30PM,12:30–10:00PM,12:30–10:00PM,12:30–8:00PM,12:30–9:30PM
108,ChIJm-HbM2WYpBIRNnpgCb4uDKQ,Yes,Maybe,Yes,Yes,Maybe,Yes,Yes,9:00AM–9:30PM,9:00AM–9:30PM,9:00AM–9:30PM,9:00AM–9:30PM,9:00AM–9:30PM,12:00–8:00PM,9:00AM–9:30PM
109,ChIJcZQE3ruZpBIRJKPqtUnopfM,Yes,Maybe,Yes,Yes,No,Yes,Yes,"1:15–4:00PM, 8:15–11:00PM","1:15–4:00PM, 8:15–11:00PM","1:15–4:00PM, 8:15–11:00PM","1:15–4:00PM, 8:15–11:00PM","1:15–4:00PM, 8:15–11:00PM","1:15–4:00PM, 8:15–11:00PM","1:15–4:00PM, 8:15–11:00PM"
110,ChIJZxT_OWWYpBIRQ3n9zJflwZ4,Yes,Yes,Yes,Yes,No,Yes,Yes,12:00–9:00PM,12:00–9:00PM,12:00–9:00PM,12:00–9:00PM,12:00–9:00PM,Closed,12:00–9:00PM
111,ChIJWXyrdXaZpBIRN1ow6ruiqs8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8:00AM–12:00AM,8:00AM–12:00AM,8:00AM–12:00AM,8:00AM–1:00AM,8:00AM–1:00AM,Closed,8:00AM–12:00AM
112,ChIJBexatumZpBIR44LhXGznY4Y,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,1:00PM–1:00AM,1:00PM–1:00AM,1:00PM–2:30AM,1:00PM–3:00AM,1:00PM–3:00AM,1:00PM–1:00AM,1:00PM–1:00AM
113,ChIJdRtHrfGZpBIRPzQlKYdJLVc,Yes,Yes,Yes,Yes,Yes,Yes,Yes,12:30PM–12:00AM,12:30PM–12:00AM,12:30PM–12:00AM,12:30PM–12:00AM,12:30PM–12:00AM,12:30PM–12:00AM,12:30PM–12:00AM
114,ChIJR2yMyXqYpBIRG_S_Y71X-as,Yes,Yes,Yes,Yes,No,Yes,Yes,9:30AM–10:00PM,9:30AM–10:00PM,9:30AM–10:00PM,9:30AM–10:00PM,9:30AM–10:00PM,12:00–6:00PM,9:30AM–10:00PM
115,ChIJEY96MmWYpBIR6V5jZ609MHo,Yes,Maybe,Maybe,Maybe,Maybe,Yes,Yes,9:30AM–9:30PM,9:30AM–9:30PM,9:30AM–9:30PM,9:30AM–9:30PM,9:30AM–9:30PM,Closed,9:30AM–9:30PM
116,ChIJnznDk3-ZpBIREjmic9vvP70,Yes,No,Yes,Yes,Yes,Yes,Yes,12:30–10:00PM,12:30–10:00PM,12:30–10:00PM,12:30–10:00PM,12:30–10:00PM,12:00–8:00PM,12:30–10:00PM
117,ChIJB-cDjnqYpBIRVjFMQVxl7p8,Yes,Maybe,Yes,Yes,Yes,Yes,Yes,12:00–9:30PM,12:00–9:30PM,12:00–9:30PM,12:00–9:30PM,12:00–9:30PM,12:00–7:30PM,12:00–9:30PM
118,ChIJm4HfQWWYpBIRODfgZBjrw34,Yes,No,Yes,Yes,Yes,Yes,Yes,7:30AM–4:30PM,7:30AM–4:30PM,7:30AM–4:30PM,7:30AM–4:30PM,Closed,Closed,7:30AM–4:30PM
119,ChIJR2yMyXqYpBIR4GPIJN4DQHY,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,12:30–9:15PM,12:30–9:15PM,12:30–9:15PM,12:30–9:15PM,12:30–9:15PM,12:30–9:15PM,12:30–9:15PM
120,ChIJw8XVK2WYpBIRQFv4FUxGIcs,Yes,Maybe,Yes,No,Yes,Yes,Yes,8:00AM–11:00PM,8:00AM–11:00PM,8:00AM–11:00PM,8:00AM–11:00PM,9:00AM–11:00PM,10:00AM–11:00PM,8:00AM–11:00PM
121,ChIJw6I3hW-YpBIRPPL6twQMIWk,Yes,Maybe,Yes,Yes,No,Yes,Maybe,6:00AM–6:00PM,6:00AM–6:00PM,6:00AM–6:00PM,6:00AM–6:00PM,Closed,Closed,6:00AM–6:00PM
122,ChIJebMIMQ2ZpBIR9PMcepud-oM,Yes,Yes,Yes,Yes,No,Yes,Yes,"1:00–5:00PM, 8:00PM–12:00AM","1:00–5:00PM, 8:00PM–12:00AM","1:00–5:00PM, 8:00PM–2:00AM","1:00–5:00PM, 8:00PM–2:00AM","1:00–5:00PM, 8:00PM–2:00AM",1:00–5:00PM,"1:00–5:00PM, 8:00PM–12:00AM"
123,ChIJRU9koXqYpBIRShvEXWwHR9k,Yes,Yes,Yes,Yes,No,Yes,Yes,"12:30–5:00PM, 8:00PM–1:00AM","12:30–5:00PM, 8:00PM–1:00AM","12:30–5:00PM, 8:00PM–2:00AM","12:30–5:00PM, 8:00PM–2:00AM","12:30–5:00PM, 8:00PM–2:00AM","12:30–5:00PM, 8:00PM–1:00AM","12:30–5:00PM, 8:00PM–1:00AM"
124,ChIJAZLwTWWYpBIRYlgiaEFiI4U,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"1:00–4:00PM, 8:00–11:30PM","1:00–4:00PM, 8:00–11:30PM","1:00–4:00PM, 8:00–11:30PM","1:00–4:00PM, 8:00–11:30PM","1:00–4:00PM, 8:00–11:30PM",Closed,"1:00–4:00PM, 8:00–11:30PM"
125,ChIJRczGORSZpBIRs0y3rO0nOoc,Yes,Yes,Yes,Yes,Maybe,Yes,Maybe,12:30–11:30PM,12:30–11:30PM,12:30–11:30PM,12:30PM–12:00AM,12:30PM–12:00AM,12:30–11:30PM,12:30–11:30PM
126,ChIJFYXKDgSZpBIRVAKi0zRStk4,Yes,Maybe,Maybe,Maybe,Yes,Yes,Yes,9:00AM–4:00PM,9:00AM–4:00PM,9:00AM–4:00PM,9:00AM–4:00PM,Closed,Closed,9:00AM–4:00PM
127,ChIJRzfrYnqYpBIRPBOKdV3a1vM,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,"10:00AM–2:30PM, 5:00–8:30PM","10:00AM–2:30PM, 5:00–8:30PM","10:00AM–2:30PM, 5:00–8:30PM","10:00AM–2:30PM, 5:00–8:30PM","10:00AM–2:30PM, 5:00–8:30PM",10:00AM–3:00PM,"10:00AM–2:30PM, 5:00–8:30PM"
128,ChIJxUNniGWYpBIRRLODLxXKAhI,Yes,Yes,Yes,Yes,No,Yes,Yes,1:00–4:30PM,1:00–4:30PM,1:00–4:30PM,1:00–4:30PM,1:00–4:30PM,1:00–4:30PM,Closed
129,ChIJD1vjH3CYpBIRnM9zk7IglF0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"1:00–4:00PM, 7:00PM–1:00AM","1:00–4:00PM, 7:00PM–1:00AM","1:00–4:00PM, 7:00PM–1:00AM","1:00–4:00PM, 7:00PM–1:00AM",1:00PM–1:00AM,1:00PM–1:00AM,"1:00–4:00PM, 7:00PM–1:00AM"
130,ChIJ14xfShyZpBIRvwsWDIM_LDk,Yes,Yes,Yes,Yes,No,Yes,Maybe,7:00AM–12:00AM,7:00AM–12:00AM,7:00AM–12:00AM,7:00AM–12:00AM,7:00AM–12:00AM,Closed,7:00AM–12:00AM
131,ChIJZb_UzHGYpBIR03KP-fCsWIw,Yes,Yes,Yes,Yes,No,Yes,Yes,"1:00–4:00PM, 6:00PM–12:00AM","1:00–4:00PM, 6:00PM–12:00AM","1:00–4:00PM, 6:00PM–12:00AM",1:00PM–12:00AM,1:00PM–12:00AM,1:00PM–12:00AM,"1:00–4:00PM, 6:00PM–12:00AM"
132,ChIJKZ0y426YpBIRWh8EY5tYZQk,Yes,Yes,Yes,Yes,No,Yes,Yes,7:30AM–4:00PM,7:30AM–4:00PM,7:30AM–4:00PM,7:30AM–4:00PM,7:30AM–4:00PM,Closed,7:30AM–4:00PM
133,ChIJFR88InCYpBIRFKYFzERvVkY,Yes,Yes,Yes,Yes,No,Yes,Yes,1:00PM–12:00AM,1:00PM–12:00AM,1:00PM–12:00AM,1:00PM–12:00AM,1:00PM–12:30AM,1:00PM–12:30AM,1:00PM–12:00AM
134,ChIJG8uI43CYpBIRYcdUjQKaYkI,Yes,Yes,Yes,Yes,No,Yes,Yes,"1:00–4:30PM, 8:00–11:30PM","1:00–4:30PM, 8:00–11:30PM","1:00–4:30PM, 8:00–11:30PM","1:00–5:00PM, 8:00PM–12:00AM","1:00–5:00PM, 8:00PM–12:00AM","1:00–5:00PM, 8:00PM–12:00AM","1:00–4:30PM, 8:00–11:30PM"
135,ChIJ0WgGr3GYpBIRkhC4ChBhS3k,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,8:00AM–11:00PM,8:00AM–11:00PM,8:00AM–11:00PM,8:00AM–11:00PM,9:00AM–11:00PM,9:00AM–4:00PM,8:00AM–11:00PM
136,ChIJRaf1a3CYpBIRAt3XZ7cEi7U,Yes,Yes,Yes,Yes,No,Yes,Yes,8:00AM–12:00AM,8:00AM–12:00AM,8:00AM–12:00AM,8:00AM–1:00AM,9:00AM–1:00AM,9:00AM–12:00AM,8:00AM–12:00AM
